Leak#,Latitude,Longitude,Base,COF,POF,Subway,Tree,GW,Soil,Total
1995,37.54503991,127.1428933,0.012128434984274237,0.465,0.72,0.0,0.0,2.7,0.0,3.8971284349842743
1996,37.54933041,127.1748733,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
1997,37.54073971,127.12164,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1998,37.55588805,127.1379093,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1999,37.54023019,127.1308964,0.039165722796764356,0.39,0.42,0.0,0.0,2.7,0.0,3.5491657227967646
2000,37.53420559,127.1371876,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2001,37.54622665,127.1432041,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2002,37.53131093,127.1332276,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2003,37.55590291,127.1587054,0.004496273160941178,0.54,0.42,0.0,0.0,2.7,0.0,3.6644962731609416
2004,37.52045275,127.136816,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2005,37.55160308,127.1312261,0.10909682119561294,0.39,0.72,0.0,0.0,2.7,0.0,3.919096821195613
2006,37.550591,127.142986,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2007,37.54616786,127.1486022,0.09975048911968513,0.465,1.0,0.0,0.0,2.7,0.0,4.2647504891196855
2008,37.55421425,127.1762274,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
2009,37.5310783,127.1496427,0.005486298899450404,0.54,0.42,0.0,0.0,2.7,0.0,3.6654862988994505
2010,37.54914996,127.1347659,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2011,37.5516809,127.1402115,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2012,37.54946057,127.1304827,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2013,37.5507258,127.1364088,0.3318122278318339,0.39,1.0,0.0,0.0,2.7,0.0,4.421812227831834
2014,37.54913608,127.1367508,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2015,37.52781658,127.1202564,0.574442516811659,0.39,1.0,0.0,0.0,2.7,0.0,4.6644425168116594
2016,37.53375295,127.1387195,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2017,37.54613608,127.137204,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2018,37.55902656,127.1308714,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2019,37.53711798,127.1261067,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2020,37.54040644,127.1500664,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2021,37.56009574,127.1457301,0.0011125360328603205,0.723,0.56,0.0,0.0,2.7,0.0,3.9841125360328604
2022,37.54243479,127.1330794,0.014774031693273055,0.723,1.0,0.0,0.0,2.7,0.0,4.437774031693273
2023,37.55178108,127.1549451,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2024,37.55319279,127.1327857,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2025,37.57726048,127.1741229,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2026,37.53436837,127.122474,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2027,37.53297447,127.1404192,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2028,37.55361781,127.1667874,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
2029,37.55864639,127.1686626,0.013386917827664779,0.723,1.0,0.0,0.0,2.7,0.0,4.436386917827665
2030,37.55659804,127.1349241,0.032295464698450495,0.465,1.0,0.0,0.0,2.7,0.0,4.197295464698451
2031,37.52487807,127.1322448,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2032,37.54659617,127.1527061,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2033,37.52665714,127.1463042,0.004496273160941178,0.465,0.42,0.0,0.0,2.7,0.0,3.5894962731609414
2034,37.52338608,127.1356768,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2035,37.53657263,127.1463936,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2036,37.56877987,127.1778577,0.01098694263059318,0.465,0.72,0.0,0.0,2.7,0.0,3.8959869426305933
2037,37.55557365,127.1322139,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2038,37.54184552,127.1368945,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
2039,37.55651044,127.1656211,0.004070137715896128,0.54,0.42,0.0,0.0,2.7,0.0,3.664070137715896
2040,37.56911847,127.1537276,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2041,37.56683558,127.1772239,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
2042,37.5420069,127.1196261,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2043,37.53758551,127.1242583,0.014774031693273055,0.723,1.0,0.0,0.0,2.7,0.0,4.437774031693273
2044,37.53149846,127.1420884,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2045,37.5326795,127.1382041,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2046,37.54899476,127.1363944,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2047,37.54321459,127.1464433,0.026596993576865856,0.39,0.24,0.0,0.0,2.7,0.0,3.356596993576866
2048,37.54287093,127.1210561,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2049,37.53450569,127.122126,0.08317269649392235,0.465,1.0,0.0,0.0,2.7,0.0,4.248172696493922
2050,37.54721505,127.14127,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2051,37.55547404,127.1720624,0.06913842034334682,0.39,0.56,0.0,0.0,2.7,0.0,3.719138420343347
2052,37.55272023,127.1313498,0.3775406687981454,0.39,1.0,0.0,0.0,2.7,0.0,4.467540668798145
2053,37.5407315,127.1298861,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2054,37.53495019,127.1464825,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2055,37.53882908,127.1441033,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2056,37.56941725,127.1596655,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2057,37.53073487,127.131283,0.004966801650056957,0.465,0.42,0.0,0.0,2.7,0.0,3.589966801650057
2058,37.55335257,127.1336537,0.043107254941086116,0.39,0.42,0.0,0.0,2.7,0.0,3.5531072549410863
2059,37.55712853,127.1693069,0.004496273160941178,0.465,0.42,0.0,0.0,2.7,0.0,3.5894962731609414
2060,37.55435452,127.1558394,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2061,37.56009574,127.1457301,0.0011125360328603205,0.723,0.56,0.0,0.0,2.7,0.0,3.9841125360328604
2062,37.55635833,127.132567,0.05732417589886873,0.39,0.56,0.0,0.0,2.7,0.0,3.707324175898869
2063,37.54629686,127.1568444,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2064,37.53952313,127.141446,0.01630249937144093,0.465,0.72,0.0,0.0,2.7,0.0,3.9013024993714414
2065,37.53367884,127.1277113,0.004496273160941178,0.723,1.0,0.0,0.0,2.7,0.0,4.4274962731609415
2066,37.54464864,127.1483027,0.09975048911968513,0.465,1.0,0.0,0.0,2.7,0.0,4.2647504891196855
2067,37.55357642,127.1723866,0.009951801866904317,0.54,0.56,0.0,0.0,2.7,0.0,3.8099518018669047
2068,37.56140128,127.1658081,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
2069,37.54677312,127.148971,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2070,37.53145297,127.1272861,0.07585818002124355,0.54,1.0,0.0,0.0,2.7,0.0,4.315858180021244
2071,37.55844044,127.1687156,0.013386917827664779,0.723,1.0,0.0,0.0,2.7,0.0,4.436386917827665
2072,37.5468477,127.12352,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2073,37.55008819,127.1323851,0.05215356307841772,0.465,1.0,0.0,0.0,2.7,0.0,4.217153563078417
2074,37.53271105,127.1227694,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2075,37.53264709,127.1317331,8.244246863982946E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8438244246863986
2076,37.54094518,127.1420636,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2077,37.5416881,127.1391704,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2078,37.55162224,127.1366424,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2079,37.53427867,127.124001,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2080,37.5406548,127.1469785,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2081,37.53194419,127.1222354,0.18242552380635635,0.39,1.0,0.0,0.0,2.7,0.0,4.272425523806357
2082,37.5468419,127.1343309,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2083,37.5769321,127.1718721,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2084,37.54792542,127.1490772,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2085,37.54869711,127.1337874,0.004496273160941178,0.465,0.42,0.0,0.0,2.7,0.0,3.5894962731609414
2086,37.5562386,127.1656133,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
2087,37.54294802,127.1433574,0.02931223075135632,0.723,1.0,0.0,0.0,2.7,0.0,4.452312230751357
2088,37.57499809,127.1694618,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2089,37.55686597,127.1347225,0.03557118927263617,0.54,1.0,0.0,0.0,2.7,0.0,4.275571189272636
2090,37.54755749,127.1709013,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2091,37.55496422,127.1252311,0.3318122278318339,0.39,1.0,0.0,0.0,2.7,0.0,4.421812227831834
2092,37.54586226,127.1360429,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
2093,37.54426999,127.130636,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2094,37.52937195,127.13229,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2095,37.54417533,127.1481591,0.45016600268752216,0.39,1.0,0.0,0.0,2.7,0.0,4.540166002687522
2096,37.54069561,127.1347129,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
2097,37.56139561,127.1561406,0.04742587317756678,0.465,1.0,0.0,0.0,2.7,0.0,4.212425873177567
2098,37.54893403,127.128369,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2099,37.54926016,127.130404,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2100,37.55152181,127.1439051,0.01798620996209156,0.54,1.0,0.0,0.0,2.7,0.0,4.257986209962092
2101,37.54615722,127.171003,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2102,37.54830431,127.1472401,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2103,37.55659568,127.1565299,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
2104,37.55094969,127.1314494,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2105,37.56134628,127.1565592,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2106,37.54799278,127.1261133,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2107,37.54705988,127.1319956,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
2108,37.54943322,127.1311601,0.024127021417669196,0.465,1.0,0.0,0.0,2.7,0.0,4.1891270214176695
2109,37.54585376,127.1619374,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2110,37.55184279,127.1336663,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2111,37.54025764,127.1328788,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2112,37.54547635,127.1427132,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2113,37.56150293,127.1548913,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2114,37.52763869,127.1236653,0.05732417589886873,0.39,0.56,0.0,0.0,2.7,0.0,3.707324175898869
2115,37.54294099,127.1342131,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2116,37.55847864,127.1487495,8.244246863982946E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8438244246863986
2117,37.52869435,127.1374449,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2118,37.53872787,127.1498088,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2119,37.53585822,127.1364236,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2120,37.54424793,127.1416648,0.005486298899450404,0.723,1.0,0.0,0.0,2.7,0.0,4.4284862988994504
2121,37.55435981,127.1309162,0.02931223075135632,0.723,1.0,0.0,0.0,2.7,0.0,4.452312230751357
2122,37.52865235,127.1425885,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2123,37.53575036,127.1270828,0.039165722796764356,0.39,0.42,0.0,0.0,2.7,0.0,3.5491657227967646
2124,37.53617215,127.1468088,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2125,37.53408778,127.1296325,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2126,37.56341486,127.1328679,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2127,37.55683973,127.1662202,0.004496273160941178,0.465,0.42,0.0,0.0,2.7,0.0,3.5894962731609414
2128,37.54500344,127.1296534,0.009013298652847824,0.723,1.0,0.0,0.0,2.7,0.0,4.432013298652848
2129,37.56155952,127.133723,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2130,37.55560888,127.1378794,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2131,37.53640522,127.1268456,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
2132,37.55305544,127.1297751,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2133,37.56072505,127.1673522,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2134,37.54241718,127.1445477,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2135,37.53958268,127.1453873,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
2136,37.53985639,127.1344034,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2137,37.53583653,127.1407519,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2138,37.52549278,127.1325051,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2139,37.55204194,127.1368574,0.15446526508353467,0.39,1.0,0.0,0.0,2.7,0.0,4.244465265083535
2140,37.53149081,127.1419777,0.401312339887548,0.39,1.0,0.0,0.0,2.7,0.0,4.491312339887548
2141,37.53196438,127.1222031,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2142,37.54678097,127.1489965,0.15446526508353467,0.39,1.0,0.0,0.0,2.7,0.0,4.244465265083535
2143,37.54987552,127.1717126,0.026596993576865856,0.39,0.24,0.0,0.0,2.7,0.0,3.356596993576866
2144,37.55469839,127.1290726,0.10909682119561294,0.465,1.0,0.0,0.0,2.7,0.0,4.274096821195613
2145,37.56031269,127.1672525,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2146,37.56735614,127.170998,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
2147,37.55352202,127.1366862,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
2148,37.5485071,127.1394219,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2149,37.53758362,127.1241622,0.039165722796764356,0.39,0.42,0.0,0.0,2.7,0.0,3.5491657227967646
2150,37.55682653,127.1366143,0.0011125360328603205,0.723,0.56,0.0,0.0,2.7,0.0,3.9841125360328604
2151,37.53053378,127.1254909,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2152,37.53927744,127.1223431,0.13010847436299783,0.465,1.0,0.0,0.0,2.7,0.0,4.295108474362998
2153,37.54202391,127.142674,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2154,37.55818082,127.1793729,0.01098694263059318,0.465,0.72,0.0,0.0,2.7,0.0,3.8959869426305933
2155,37.54023734,127.1440503,6.10879359434401E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8436108793594346
2156,37.53011307,127.122729,0.0018329389424928035,0.723,0.72,0.0,0.0,2.7,0.0,4.144832938942493
2157,37.53196438,127.1222031,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2158,37.56071255,127.1673849,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
2159,37.54082574,127.1441188,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2160,37.55722121,127.1747971,0.06913842034334682,0.39,0.56,0.0,0.0,2.7,0.0,3.719138420343347
2161,37.55786698,127.1278105,0.039165722796764356,0.39,0.42,0.0,0.0,2.7,0.0,3.5491657227967646
2162,37.53838309,127.146262,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
2163,37.56204086,127.1736946,0.06913842034334682,0.39,0.56,0.0,0.0,2.7,0.0,3.719138420343347
2164,37.55487243,127.129913,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2165,37.5412693,127.1464554,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2166,37.56040584,127.1697326,0.23147521650098232,0.39,1.0,0.0,0.0,2.7,0.0,4.321475216500982
2167,37.54576526,127.1671657,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2168,37.52416876,127.1465535,0.01798620996209156,0.465,1.0,0.0,0.0,2.7,0.0,4.182986209962092
2169,37.54721292,127.1672302,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
2170,37.54761251,127.1281625,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
2171,37.53324928,127.1374968,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2172,37.53242705,127.1338223,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2173,37.54081887,127.1196582,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2174,37.5431203,127.1292063,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2175,37.53763039,127.1354213,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2176,37.53255685,127.1388186,0.004070137715896128,0.465,0.42,0.0,0.0,2.7,0.0,3.5890701377158964
2177,37.54675359,127.1417787,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2178,37.54340322,127.1319507,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2179,37.5480859,127.1361819,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2180,37.53220374,127.1374917,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2181,37.52827465,127.1221773,0.05732417589886873,0.39,0.56,0.0,0.0,2.7,0.0,3.707324175898869
2182,37.53442147,127.1313416,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2183,37.56292825,127.1292864,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2184,37.56094569,127.179891,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
2185,37.53024167,127.1311248,0.3775406687981454,0.39,1.0,0.0,0.0,2.7,0.0,4.467540668798145
2186,37.55993645,127.1530269,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2187,37.53915371,127.1334804,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2188,37.53004744,127.1318324,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
2189,37.54341202,127.1264542,0.401312339887548,0.39,1.0,0.0,0.0,2.7,0.0,4.491312339887548
2190,37.54875443,127.1229964,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
2191,37.5553569,127.1724902,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
2192,37.56027838,127.1661143,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
2193,37.53242053,127.1213821,0.08317269649392235,0.54,1.0,0.0,0.0,2.7,0.0,4.3231726964939226
2194,37.53917025,127.1276075,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2195,37.55351779,127.1652653,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
2196,37.54540365,127.129762,0.012128434984274237,0.54,0.72,0.0,0.0,2.7,0.0,3.9721284349842745
2197,37.54876808,127.1545382,0.013386917827664779,0.723,1.0,0.0,0.0,2.7,0.0,4.436386917827665
2198,37.52623966,127.1473871,0.04742587317756678,0.465,1.0,0.0,0.0,2.7,0.0,4.212425873177567
2199,37.53673853,127.1457321,0.06913842034334682,0.465,1.0,0.0,0.0,2.7,0.0,4.234138420343347
2200,37.55669915,127.1720117,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
2201,37.53403868,127.1337172,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2202,37.55791365,127.1412845,0.032295464698450495,0.723,1.0,0.0,0.0,2.7,0.0,4.455295464698451
2203,37.54623381,127.1431755,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2204,37.54688622,127.1672081,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
2205,37.55126677,127.1393973,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2206,37.55546672,127.1566051,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2207,37.56721562,127.1627336,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2208,37.53726043,127.1274674,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2209,37.55362256,127.1676569,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
2210,37.53512004,127.129251,0.004966801650056957,0.465,0.42,0.0,0.0,2.7,0.0,3.589966801650057
2211,37.5348702,127.1255811,0.004966801650056957,0.54,0.42,0.0,0.0,2.7,0.0,3.664966801650057
2212,37.56447259,127.1361099,0.0066928509242848554,0.465,0.56,0.0,0.0,2.7,0.0,3.731692850924285
2213,37.53568308,127.1301872,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2214,37.55681669,127.1445524,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2215,37.52838439,127.1335616,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2216,37.57406383,127.169484,0.09112296101485612,0.39,0.72,0.0,0.0,2.7,0.0,3.901122961014856
2217,37.53537096,127.1312797,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2218,37.56128452,127.1321986,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
2219,37.54794199,127.1284817,0.06297335605699649,0.465,1.0,0.0,0.0,2.7,0.0,4.227973356056997
2220,37.53597304,127.1369364,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2221,37.54777642,127.1351405,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
2222,37.54647663,127.1455121,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
2223,37.55941029,127.1449962,0.00816257115315989,0.465,0.56,0.0,0.0,2.7,0.0,3.7331625711531604
2224,37.55737977,127.1711751,5.527786369235996E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8435527786369237
2225,37.52495582,127.1456345,0.0198403057340775,0.54,1.0,0.0,0.0,2.7,0.0,4.259840305734078
2226,37.53426925,127.1400582,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2227,37.52831948,127.1266226,0.52497918747894,0.39,1.0,0.0,0.0,2.7,0.0,4.614979187478941
2228,37.5470102,127.1346789,0.05732417589886873,0.465,1.0,0.0,0.0,2.7,0.0,4.222324175898869
2229,37.53627213,127.1428154,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
2230,37.55166412,127.1725429,0.014774031693273055,0.465,0.72,0.0,0.0,2.7,0.0,3.899774031693273
2231,37.54953217,127.15274,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2232,37.54135139,127.1445215,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2233,37.54433613,127.1321425,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
2234,37.53304634,127.1443058,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2235,37.5489176,127.1560287,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
2236,37.53472563,127.1231916,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
2237,37.54959935,127.1342542,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2238,37.53282831,127.1244664,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
2239,37.54304721,127.1492136,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
2240,37.5478904,127.1389014,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2241,37.54565202,127.1241239,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
2242,37.52699082,127.1261307,0.007391541344281971,0.54,0.56,0.0,0.0,2.7,0.0,3.8073915413442823
2243,37.53943081,127.1239773,0.005486298899450404,0.54,0.42,0.0,0.0,2.7,0.0,3.6654862988994505
