Longitude,Latitude,SWST_NM,SWST_NO,ADM_DR_CD,ADM_DR_NM,SIGUNGU_CD,SIGUNGU_NM,hoseon
126.852912,37.520074,신정네거리,249,1115066,신정3동,11150,양천구,2호선
126.865819,37.512398,양천구청,248,1115070,신정7동,11150,양천구,2호선
126.882768,37.514287,도림천,247,1117051,신도림동,11150,양천구,2호선
127.024932,37.574747,신설동,246,1106081,용신동,11010,종로구,2호선
127.046481,37.57004,신답,245,1104070,용답동,11040,성동구,2호선
127.050899,37.561904,용답,244,1104055,사근동,11040,성동구,2호선
126.964378,37.559704,충정로(경기대입구),243,1113073,충현동,11010,종로구,2호선
126.956141,37.557345,아현,242,1114078,아현동,11130,서대문구,2호선
126.946013,37.556733,이대,241,1114060,대흥동,11130,서대문구,2호선
126.936926,37.555131,신촌,240,1113075,신촌동,11130,서대문구,2호선
126.923708,37.55679,홍대입구,239,1114066,서교동,11130,서대문구,2호선
126.913808,37.549457,합정,238,1114068,합정동,11140,마포구,2호선
126.902767,37.534946,당산,237,1119056,당산2동,11140,마포구,2호선
126.89661,37.525706,영등포구청,236,1119055,당산1동,11190,영등포구,2호선
126.89476,37.517933,문래,235,1119076,문래동,11150,양천구,2호선
126.891084,37.508961,신도림,234,1117051,신도림동,11150,양천구,2호선
126.894932,37.493243,대림(구로구청),233,1117055,구로4동,11170,구로구,2호선
126.901401,37.485266,구로디지털단지,232,1117054,구로3동,11170,구로구,2호선
126.913149,37.487462,신대방,231,1121068,신사동,11200,동작구,2호선
126.929715,37.484201,신림,230,1121064,서원동,11210,관악구,2호선
126.941892,37.482362,봉천,229,1121080,청룡동,11210,관악구,2호선
126.952739,37.481247,서울대입구(관악구청),228,1121080,청룡동,11210,관악구,2호선
126.963693,37.47693,낙성대,227,1121062,인헌동,11210,관악구,2호선
126.981544,37.476538,사당,226,1120063,사당1동,11200,동작구,2호선
126.997596,37.481426,방배,225,1122064,방배3동,11220,서초구,2호선
127.007917,37.491897,서초,224,1122053,서초3동,11220,서초구,2호선
127.014667,37.493961,교대(법원.검찰청),223,1122051,서초1동,11220,서초구,2호선
127.027912,37.49799,강남,222,1123064,역삼1동,11220,서초구,2호선
127.036456,37.500622,역삼,221,1123064,역삼1동,11220,서초구,2호선
127.048203,37.504286,선릉,220,1123064,역삼1동,11220,서초구,2호선
127.06316,37.508844,삼성(무역센터),219,1123079,대치2동,11230,강남구,2호선
127.073704,37.511022,종합운동장,218,1124078,잠실7동,11230,강남구,2호선
127.086162,37.511687,잠실새내,217,1124079,잠실2동,11050,광진구,2호선
127.100159,37.513262,잠실(송파구청),216,1124077,잠실6동,11050,광진구,2호선
127.10379,37.520733,잠실나루,215,1124075,잠실4동,11240,송파구,2호선
127.094681,37.535095,강변(동서울터미널),214,1105062,구의3동,11050,광진구,2호선
127.085916,37.537077,구의(광진구청),213,1105060,구의1동,11050,광진구,2호선
127.069191,37.540373,건대입구,212,1105053,화양동,11040,성동구,2호선
127.055961,37.544581,성수,211,1104068,성수2가3동,11040,성동구,2호선
127.047367,37.547184,뚝섬,210,1104066,성수1가2동,11040,성동구,2호선
127.043655,37.555273,한양대,209,1104055,사근동,11040,성동구,2호선
127.036954,37.561238,왕십리(성동구청),208,1104056,행당1동,11040,성동구,2호선
127.029354,37.564354,상왕십리,207,1104052,왕십리2동,11020,중구,2호선
127.019614,37.56564,신당,206,1102065,신당5동,11020,중구,2호선
127.009054,37.565613,동대문역사문화공원,205,1102059,광희동,11010,종로구,2호선
126.997817,37.566595,을지로4가,204,1102060,을지로동,11010,종로구,2호선
126.991696,37.566306,을지로3가,203,1102060,을지로동,11010,종로구,2호선
126.982618,37.566014,을지로입구,202,1102052,소공동,11010,종로구,2호선
126.975411,37.563588,시청,201,1102052,소공동,11010,종로구,1호선
127.01648,37.573197,동묘앞,159,1101070,숭인1동,11010,종로구,1호선
127.044585,37.579956,청량리(서울시립대입구),158,1106083,전농1동,11060,동대문구,1호선
127.034893,37.578103,제기동,157,1106081,용신동,11010,종로구,1호선
127.024634,37.576048,신설동,156,1106081,용신동,11010,종로구,1호선
127.01093,37.571687,동대문,155,1101067,창신1동,11010,종로구,1호선
127.001849,37.570926,종로5가,154,1101063,종로5·6가동,11010,종로구,1호선
126.991847,37.570406,종로3가,153,1101061,종로1·2·3·4가동,11010,종로구,1호선
126.982923,37.570161,종각,152,1101061,종로1·2·3·4가동,11010,종로구,1호선
126.977088,37.565715,시청,151,1102052,소공동,11010,종로구,1호선
126.972135,37.556228,서울역,150,1102054,회현동,11020,중구,1호선
