시추공코드 ,순번 ,시작심도 ,종료심도 ,전단파속도(P파) ,전단파속도(S파) ,포아송비 ,전단판성계수 ,영률 ,현장밀도 
B4668TB008,10,9,10,1625,827,0.325,161000,425000,2.3
B4668TB008,11,10,11,1886,968,0.321,220000,581000,2.3
B4668TB008,12,11,12,1936,996,0.32,233000,615000,2.3
B4668TB008,13,12,13,2012,1039,0.318,253000,668000,2.3
B4668TB008,14,13,14,1854,948,0.323,211000,558000,2.3
B4668TB008,15,14,15,1832,935,0.324,205000,543000,2.3
B4668TB008,16,15,16,1982,1020,0.32,244000,645000,2.3
B4668TB016,15,15,16,2957,1555,0.309,617000,1610000,2.5
B4668TB016,16,16,17,3046,1607,0.307,659000,1720000,2.5
B4668TB016,17,17,18,3125,1664,0.302,706000,1840000,2.5
B4668TB016,18,18,19,3247,1742,0.298,774000,2010000,2.5
B4668TB016,19,19,20,3356,1813,0.294,839000,2170000,2.5
B4668TB016,20,20,21,3274,1759,0.297,789000,2050000,2.5
B4668TB016,21,21,22,3086,1632,0.306,679000,1770000,2.5
B4668TB016,22,22,23,2856,1502,0.309,576000,1510000,2.5
B4668TB016,23,23,24,2873,1510,0.309,582000,1520000,2.5
B4668TB016,24,24,25,2984,1575,0.307,633000,1650000,2.5
B4668TB016,25,25,26,3174,1694,0.301,732000,1900000,2.5
B4668TB016,26,26,27,2963,1564,0.307,624000,1630000,2.5
B4668TB016,27,27,28,3166,1686,0.302,725000,1890000,2.5
B4668TB016,28,28,29,3074,1628,0.305,676000,1760000,2.5
B4668TB016,29,29,30,2836,1485,0.311,563000,1480000,2.5
B4668TB016,30,29,30,2915,1550,0.303,613000,1600000,2.5
B4668TB016,31,30,31,2964,1564,0.307,624000,1630000,2.5
B4668TB016,32,31,32,2877,1513,0.309,584000,1530000,2.5
B4668TB016,33,32,33,2746,1427,0.315,519000,1370000,2.5
B4668TB016,34,33,34,3025,1599,0.306,652000,1700000,2.5
B4668TB016,35,34,35,2964,1555,0.31,617000,1620000,2.5
B4668TB016,36,35,36,3248,1748,0.296,779000,2020000,2.5
B4668TB016,37,36,37,3176,1716,0.294,751000,1940000,2.5
B4668TB016,38,37,38,3091,1655,0.299,699000,1820000,2.5
B4668TB016,39,38,39,3252,1769,0.29,798000,2060000,2.5
B4668TB016,40,39,40,3421,1876,0.285,898000,2310000,2.5
B4668TB016,41,40,41,3449,1897,0.283,918000,2360000,2.5
B4668TB016,42,41,42,3368,1838,0.288,862000,2220000,2.5
B4668TB009,9,8,9,1342,676,0.33,107000,285000,2.3
B4668TB009,10,9,10,1378,697,0.328,114000,303000,2.3
B4668TB009,11,10,11,1536,784,0.324,144000,382000,2.3
B4668TB009,12,11,12,1425,719,0.329,121000,323000,2.3
B4668TB009,13,12,13,1725,884,0.322,183000,485000,2.3
B4668TB009,14,13,14,1685,854,0.327,171000,454000,2.3
B4668TB009,15,14,15,1635,831,0.326,162000,430000,2.3
B4668TB009,16,15,16,1935,994,0.321,232000,613000,2.3
B4668TB024,6,5,6,3285,1759,0.299,789000,2050000,2.5
B4668TB024,7,6,7,3071,1639,0.301,685000,1780000,2.5
B4668TB009,19,18,19,1865,960,0.32,216000,571000,2.3
B4668TB016,44,43,44,3392,1857,0.286,880000,2260000,2.5
B4668TB016,45,44,45,3523,1941,0.282,961000,2460000,2.5
B4668TB016,46,45,46,3576,1974,0.281,994000,2550000,2.5
B4668TB017,1,0,1.3,812,362,0.376,25400,69900,1.9
B4668TB017,2,1.3,2,1576,767,0.345,138000,371000,2.3
B4668TB017,3,2,3,1823,902,0.338,191000,511000,2.3
B4668TB017,4,3,4,2043,1029,0.33,270000,719000,2.5
B4668TB017,5,4,5,2276,1156,0.326,341000,904000,2.5
B4668TB017,6,5,6,2543,1308,0.32,436000,1150000,2.5
B4668TB017,7,6,7,2752,1427,0.316,519000,1370000,2.5
B4668TB017,8,7,8,2663,1376,0.318,483000,1270000,2.5
B4668TB017,9,8,9,2696,1396,0.317,497000,1310000,2.5
B4668TB017,10,9,10,2582,1328,0.32,450000,1190000,2.5
B4668TB017,11,10,11,2476,1266,0.323,409000,1080000,2.5
B4668TB017,12,11,12,2615,1348,0.319,464000,1220000,2.5
B4668TB017,13,12,13,2523,1295,0.321,428000,1130000,2.5
B4668TB017,14,13,14,2436,1240,0.325,392000,1040000,2.5
B4668TB017,15,14,15,2548,1308,0.321,436000,1150000,2.5
B4668TB017,16,15,16,2640,1369,0.316,478000,1260000,2.5
B4668TB017,17,16,17,2827,1478,0.312,557000,1460000,2.5
B4668TB017,18,17,18,2932,1541,0.309,606000,1590000,2.5
B4668TB017,19,18,19,3126,1662,0.303,705000,1840000,2.5
B4668TB017,20,19,20,3248,1742,0.298,774000,2010000,2.5
B4668TB017,21,20,21,3074,1625,0.306,674000,1760000,2.5
B4668TB017,22,21,22,3159,1682,0.302,722000,1880000,2.5
B4668TB017,23,22,23,2886,1514,0.31,585000,1530000,2.5
B4668TB017,24,23,24,2743,1428,0.314,520000,1370000,2.5
B4668TB017,25,24,25,2576,1328,0.319,450000,1190000,2.5
B4668TB017,26,25,26,2692,1399,0.315,499000,1310000,2.5
B4668TB017,27,26,27,2642,1370,0.316,479000,1260000,2.5
B4668TB017,28,27,28,2721,1420,0.313,514000,1350000,2.5
B4668TB017,29,28,29,2789,1458,0.312,542000,1420000,2.5
B4668TB017,30,29,30,2660,1382,0.315,487000,1280000,2.5
B4668TB017,31,30,31,2874,1511,0.309,582000,1520000,2.5
B4668TB017,32,31,32,3052,1617,0.305,667000,1740000,2.5
B4668TB017,33,32,33,3246,1744,0.297,776000,2010000,2.5
B4668TB017,34,33,34,2985,1581,0.305,638000,1660000,2.5
B4668TB017,35,34,35,2769,1450,0.311,536000,1410000,2.5
B4668TB017,36,35,36,2812,1476,0.31,556000,1460000,2.5
B4668TB017,37,36,37,3078,1639,0.302,685000,1780000,2.5
B4668TB017,38,37,38,3244,1746,0.296,778000,2020000,2.5
B4668TB017,39,38,39,3125,1670,0.3,711000,1850000,2.5
B4668TB017,40,39,40,3276,1767,0.295,797000,2060000,2.5
B4668TB017,41,40,41,3342,1811,0.292,837000,2160000,2.5
B4668TB017,42,41,42,3375,1839,0.289,863000,2220000,2.5
B4668TB017,43,42,43,3446,1890,0.285,911000,2340000,2.5
B4668TB013,6,5,6,1678,862,0.321,174000,461000,2.3
B4668TB013,7,6,7,1722,886,0.32,184000,486000,2.3
B4668TB013,8,7,8,1688,863,0.323,175000,463000,2.3
B4668TB013,9,8,9,1738,892,0.321,187000,493000,2.3
B4668TB016,1,0,0.9,668,293,0.381,16600,46000,1.9
B4668TB016,2,0.9,2,1346,648,0.349,98500,266000,2.3
B4668TB016,3,2,3.5,1783,896,0.331,188000,502000,2.3
B4668TB016,4,3.5,5,2235,1133,0.327,327000,869000,2.5
B4668TB016,5,5,6,2463,1262,0.322,406000,1070000,2.5
B4668TB016,6,6,7,2686,1390,0.319,493000,1300000,2.5
B4668TB016,7,7,8,2925,1535,0.31,601000,1570000,2.5
B4668TB016,8,8,9,2742,1425,0.315,518000,1360000,2.5
B4668TB016,9,9,10,2694,1397,0.316,498000,1310000,2.5
B4668TB016,10,10,11,2651,1372,0.317,480000,1230000,2.5
B4668TB016,11,11,12,2802,1465,0.312,548000,1440000,2.5
B4668TB016,12,12,13,2884,1513,0.31,584000,1530000,2.5
B4668TB016,13,13,14,3021,1591,0.308,646000,1690000,2.5
B4668TB016,14,14,15,3073,1622,0.307,671000,1750000,2.5
B4668TB001,1,0,1,568,243,0.388,11400,31800,1.9
B4668TB001,2,1,2,532,224,0.392,9730,27100,1.9
B4668TB001,3,2,3,663,303,0.368,17800,48700,1.9
B4668TB001,4,3,4,622,280,0.373,15200,41700,1.9
B4668TB001,5,4,5,636,285,0.374,15700,43300,1.9
B4668TB001,6,5,6,656,299,0.369,17300,47500,1.9
B4668TB001,7,6,7,735,346,0.358,23200,63000,1.9
B4668TB001,8,7,8,1676,846,0.329,168000,446000,2.3
B4668TB001,9,8,9,2726,1428,0.311,520000,1360000,2.5
B4668TB001,10,9,10,3249,1715,0.307,750000,1960000,2.5
B4668TB001,11,10,11,3104,1635,0.308,682000,1780000,2.5
B4668TB001,12,11,12,3052,1604,0.309,656000,1720000,2.5
B4668TB001,13,12,13,3375,1778,0.307,806000,2110000,2.5
B4668TB001,14,13,14,3441,1833,0.302,857000,2230000,2.5
B4668TB001,15,14,15,3375,1794,0.303,821000,2140000,2.5
B4668TB001,16,15,16,3543,1890,0.301,911000,2370000,2.5
B4668TB001,17,16,17,3786,2034,0.297,1060000,2740000,2.5
B4668TB001,18,17,18,3921,2111,0.296,1140000,2950000,2.5
B4668TB001,19,18,19,3698,1973,0.301,993000,2580000,2.5
B4668TB001,20,19,20,3764,2012,0.3,1030000,2680000,2.5
B4668TB001,21,20,21,3716,1983,0.301,1000000,2610000,2.5
B4668TB001,22,21,22,3653,1946,0.302,966000,2520000,2.5
B4668TB001,23,22,23,3616,1922,0.303,942000,2460000,2.5
B4668TB001,24,23,24,3462,1837,0.304,861000,2250000,2.5
B4668TB001,25,24,25,3475,1848,0.303,871000,2270000,2.5
B4668TB001,26,25,26,3531,1881,0.302,903000,2350000,2.5
B4668TB001,27,26,27,3680,1967,0.3,987000,2570000,2.5
B4668TB001,28,27,28,3732,2002,0.298,1020000,2650000,2.5
B4668TB001,29,28,29,3783,2033,0.297,1050000,2730000,2.5
B4668TB001,30,29,30,3574,1911,0.3,932000,2420000,2.5
B4668TB003,1,0,1.3,822,368,0.375,26300,72200,1.9
B4668TB017,44,43,44,3478,1913,0.283,934000,2400000,2.5
B4668TB021,1,0,1,624,262,0.393,13300,37100,1.9
B4668TB021,2,1,1.8,714,311,0.383,20700,57300,2.1
B4668TB021,3,1.8,3,1584,798,0.33,149000,398000,2.3
B4668TB021,4,3,4.2,1745,883,0.328,183000,486000,2.3
B4668TB021,5,4.2,5,3468,1840,0.304,864000,2250000,2.5
B4668TB021,6,5,6,3696,1990,0.296,1010000,2620000,2.5
B4668TB021,7,6,7,3852,2081,0.294,1100000,2860000,2.5
B4668TB021,8,7,8,3725,2005,0.296,1030000,2660000,2.5
B4668TB021,9,8,9,3524,1884,0.3,905000,2350000,2.5
B4668TB021,10,9,10,3485,1853,0.303,876000,2280000,2.5
B4668TB021,11,10,11,3621,1942,0.298,962000,2500000,2.5
B4668TB021,12,11,12,3822,2061,0.295,1080000,2810000,2.5
B4668TB024,1,0,0.9,734,319,0.384,19700,54600,1.9
B4668TB024,2,0.9,2,2506,1315,0.31,441000,1160000,2.5
B4668TB024,3,2,3,2737,1439,0.309,528000,1380000,2.5
B4668TB024,4,3,4,2936,1547,0.308,611000,1600000,2.5
B4668TB024,5,4,5,3092,1647,0.302,692000,1800000,2.5
B4668TB003,2,1.3,2,1565,802,0.322,151000,399000,2.3
B4668TB003,3,2,3,1857,957,0.319,215000,567000,2.3
B4668TB016,43,42,43,3256,1774,0.289,803000,2070000,2.5
B4668TB024,8,7,8,3036,1614,0.303,665000,1730000,2.5
B4668TB024,9,8,9,3373,1803,0.3,829000,2160000,2.5
B4668TB024,10,9,10,3506,1884,0.297,905000,2350000,2.5
B4668TB024,11,10,11,3586,1920,0.299,940000,2440000,2.5
B4668TB024,12,11,12,3721,2002,0.296,1020000,2650000,2.5
B4707BH007,1,0,5.3,474,214,0.37,78700,216000,
B4707BH024,1,0,1.2,368,165,0.37,49000,135000,
B4707BH007,3,7.5,12,913,426,0.36,346000,943000,
B4707BH007,4,12,30,1455,712,0.34,1090000,2920000,
B4707BH007,2,5.3,7.5,480,211,0.38,80200,221000,
B4707BH024,4,24,30,2396,1204,0.33,3340000,8880000,
B4707BH024,3,13,24,1413,700,0.34,241000,2860000,
B4707BH024,2,1.2,13,640,304,0.36,387000,523000,
B4727BH001,1,0,4.2,566,219,0.41,83400,235000,
B4727BH001,2,4.2,6,1145,532,0.36,603000,1640000,
B4727BH001,3,6,30,2675,1418,0.3,5060000,13100000,
B4728BH001,5,10.2,30,2803,1498,0.3,5.43,1.41,1.15
B4728BH001,1,0,2,486,164,0.44,4.5,1.3,3.4
B4728BH001,2,2,5,552,217,0.41,8.7,2.4,4.4
B4728BH001,3,5,7.5,713,292,0.39,2.22,6.13,8.67
B4728BH001,4,7.5,10.2,1122,519,0.36,5.4,1.47,1.8
B4750BH001,1,0,1,275,100,0.42,194,1200,18
B4750BH001,3,5,8.6,3226,1276,0.41,39800,202000,23
B4750BH001,2,1,5,1170,549,0.36,6140,19700,21
B4758BH003,1,0,16,764,287,0.42,149,149,1.8
B4758BH003,2,16,20.5,2867,906,0.44,1970,1970,2.4
B4896SB001,1,1,5.5,488,211,0.385,770,2140,17
B4896SB001,2,28.5,30,1250,623,0.335,7930,21160,19
B4896SB001,3,5.5,28.5,760,357,0.359,2550,6920,20
B4939BH003,10,24.5,30,2598,1390,0.299,4750,12341,24
B4939BH003,9,18.5,24.5,1817,949,0.313,2120,5567,23
B4939BH003,8,15.5,18.5,2379,1269,0.301,3960,10304,24
B4939BH003,7,12.5,15.5,2489,1332,0.3,4560,11856,25
B4939BH003,6,8.8,12.5,1895,991,0.312,2310,6061,23
B4939BH003,5,4.8,8.8,1948,1030,0.307,2650,6927,24
B4939BH003,4,4.2,4.8,1048,506,0.348,549,1480,21
B4939BH003,3,3.3,4.2,884,408,0.365,323,881.8,19
B4939BH003,1,0,2.2,471,196,0.396,70.3,196.3,18
B4939BH003,2,2.2,3.3,544,233,0.388,99.7,276.8,18
B5046BH013,1,0,4,500,192,0.405,661,1730,1.8
B5046BH013,2,4,11,800,251,0.445,1130,2950,1.8
B5046BH013,6,23,29,2600,1120,0.386,29400,81400,2.4
B5046BH013,4,19,21,1400,406,0.454,3050,7930,1.9
B5046BH013,5,21,23,2200,593,0.424,6670,17400,2.1
B5046BH013,3,11,19,1250,343,0.459,2230,5810,2
B5133BH004,2,0.8,4,517,217,0.39,96000,268000,2
B5133BH004,1,0,0.8,309,130,0.39,31000,87000,1.85
B5133BH004,4,13,30,2041,980,0.35,2269000,6116000,2.3
B5133BH004,3,4,13,1040,465,0.38,505000,1387000,2.2
B5251BH011,18,17,18,2500,1397,0.27,5270,0,0
B5251BH011,19,18,19,2513,1408,0.27,5360,0,0
B5251BH011,20,19,20,2475,1370,0.28,5070,0,0
B5251BH011,21,20,21,2488,1393,0.27,5240,0,0
B5251BH011,22,21,22,2475,1376,0.28,5110,0,0
B5251BH011,23,22,23,2488,1391,0.27,5220,0,0
B5251BH011,24,23,24,2469,1387,0.27,5190,0,0
B5251BH011,25,24,25,2513,1399,0.28,5280,0,0
B5251BH011,26,25,26,2513,1399,0.28,5280,0,0
B5251BH011,27,26,27,2525,1406,0.28,5340,0,0
B5251BH011,28,27,28,2525,1399,0.28,5280,0,0
B5251BH011,29,28,29,2519,1412,0.27,5390,0,0
B5251BH011,30,29,30,2500,1418,0.26,5430,0,0
B5251BH011,31,30,31,2564,1441,0.27,5610,0,0
B5251BH011,32,31,32,2584,1462,0.26,5770,0,0
B5251BH011,33,32,33,2625,1488,0.26,5980,0,0
B5251BH011,34,33,34,2611,1462,0.27,5770,0,0
B5251BH011,35,34,35,2632,1495,0.26,5030,0,0
B5251BH011,1,0,1,368,162,0.38,47.3,0,0
B5251BH011,2,1,2,812,352,0.38,235,0,0
B5251BH011,3,2,3,1196,552,0.36,640,0,0
B5251BH011,4,3,4,1245,569,0.37,680,0,0
B5251BH011,5,4,5,1289,600,0.36,756,0,0
B5251BH011,6,5,6,2237,1241,0.28,4130,0,0
B5251BH011,7,6,7,2309,1294,0.27,4520,0,0
B5251BH011,8,7,8,2398,1337,0.27,4830,0,0
B5251BH011,9,8,9,2427,1370,0.27,5070,0,0
B5251BH011,10,9,10,2488,1387,0.27,5190,0,0
B5251BH011,11,10,11,2463,1401,0.26,5300,0,0
B5251BH011,12,11,12,2469,1381,0.27,5150,0,0
B5251BH011,13,12,13,2427,1353,0.27,4940,0,0
B5251BH011,14,13,14,2457,1376,0.27,5110,0,0
B5251BH011,15,14,15,2538,1408,0.28,5360,0,0
B5251BH011,16,15,16,2494,1385,0.28,5180,0,0
B5251BH011,17,16,17,2558,1418,0.28,5430,0,0
B5269BH054,19,14,15,1680.67,922.51,0.284,1966,3904,0
B5269BH054,9,4,5,722.02,328.3,0.37,171.4,600.4,0
B5269BH054,11,6,7,738.55,341.3,0.364,198,663.2,0
B5269BH054,12,7,8,788.02,369.82,0.359,236.6,758.8,0
B5269BH054,13,8,9,889.68,428.63,0.349,330.7,983.8,0
B5269BH054,14,9,10,943.4,458.93,0.345,389.6,1127,0
B5269BH054,15,10,11,1014.2,504.54,0.336,496.4,1344,0
B5269BH054,16,11,12,1041.67,528.82,0.326,559.3,1424,0
B5269BH054,17,12,13,1144.16,595.59,0.314,727.2,1714,0
B5269BH054,18,13,14,1579.78,845.31,0.299,1608,3472,0
B5269BH054,20,15,16,1984.13,1123.6,0.264,3134,5589,0
B5269BH054,21,16,17,2118.64,1207.73,0.259,3617,6309,0
B5269BH054,22,17,18,2439.02,1394.7,0.257,4824,8321,0
B5269BH012,1,0,1,515,216,0.39,84.3,365,0
B5269BH012,2,1,2,555,236,0.39,101,420,0
B5269BH012,3,2,3,576,252,0.38,114,445,0
B5269BH012,4,3,4,556,239,0.39,103,419,0
B5269BH012,5,4,5,569,252,0.38,114,431,0
B5269BH012,6,5,6,641,289,0.37,158,569,0
B5269BH012,7,6,7,692,322,0.36,197,647,0
B5269BH012,8,7,8,749,245,0.37,226,765,0
B5269BH012,9,8,9,774,363,0.36,250,805,0
B5269BH012,10,9,10,814,378,0.36,271,897,0
B5269BH012,11,10,11,923,433,0.36,356,1140,0
B5269BH012,12,11,12,951,453,0.35,431,1320,0
B5269BH012,13,12,13,915,441,0.35,409,1210,0
B5269BH012,14,13,14,959,465,0.35,455,1320,0
B5269BH012,15,14,15,1014,487,0.35,499,1490,0
B5269BH012,16,15,16,1003,477,0.35,477,1480,0
B5269BH012,17,16,17,1073,520,0.35,568,1660,0
B5269BH012,18,17,18,1186,584,0.34,717,2000,0
B5269BH012,19,18,19,1339,665,0.34,929,2520,0
B5269BH012,20,19,20,1501,759,0.33,1380,3570,0
B5269BH012,21,20,21,1714,879,0.32,1850,4570,0
B5269BH012,22,21,22,1865,959,0.32,2210,5410,0
B5269BH012,23,22,23,1991,1055,0.3,2670,5950,0
B5269BH012,24,23,24,2049,1094,0.3,2870,6240,0
B5269BH012,25,24,25,2076,1118,0.3,3000,6340,0
B5269BH012,26,25,26,2015,1070,0.3,2750,6080,0
B5269BH012,27,26,27,1989,1043,0.31,2610,6020,0
B5269BH012,28,27,28,2038,1059,0.32,2690,6380,0
B5269BH012,29,28,29,2101,1104,0.31,2930,6690,0
B5269BH012,30,29,30,1944,1006,0.32,2430,5840,0
B5269BH054,5,0,1,487.09,201.73,0.396,63.08,283.6,0
B5269BH054,6,1,2,558.97,239.92,0.387,89.8,367.7,0
B5269BH054,7,2,3,571.76,250.06,0.382,98.8,384.8,0
B5269BH054,8,3,4,594.53,260.82,0.381,107.5,415.2,0
B5269BH054,10,5,6,723.59,332.89,0.366,179.5,608.8,0
B5270BH044,1,3,3,6.79,18.92,0.426,489.46,0,17
B5270BH044,22,24,24,34.69,88.2,0.333,17906.22,0,24
B5270BH044,3,5,5,10.76,29.87,0.425,622.03,0,17
B5270BH044,4,6,6,12.52,34.79,0.427,703.6,0,17
B5270BH044,5,7,7,14.15,39.11,0.417,948.34,0,17.5
B5270BH044,6,8,8,15.71,43.13,0.411,1111.49,0,17.5
B5270BH044,7,9,9,17.11,46.75,0.412,1366.42,0,17.5
B5270BH044,8,10,10,18.65,50.77,0.414,1111.49,0,17.5
B5270BH044,9,11,11,20.04,54.19,0.401,1672.33,0,19
B5270BH044,10,12,12,21.32,57.41,0.406,1896.67,0,19
B5270BH044,11,13,13,22.57,60.53,0.404,2019.04,0,19
B5270BH044,12,14,14,23.87,63.75,0.403,1927.26,0,19
B5270BH044,13,15,15,25.1,66.67,0.392,2304.56,0,19
B5270BH044,14,16,16,26.41,69.77,0.391,2049.63,0,19
B5270BH044,15,17,17,27.71,72.79,0.389,2161.8,0,19
B5270BH044,16,18,18,28.93,75.57,0.381,2549.29,0,19
B5270BH044,17,19,19,31.14,78.31,0.379,2620.67,0,19
B5270BH044,18,20,20,31.33,81,0.378,2722.64,0,19
B5270BH044,19,21,21,32.42,83.42,0.373,3365.06,0,19
B5270BH044,20,22,22,33.41,85.59,0.369,4191.03,0,19
B5270BH044,21,23,23,34.1,87.02,0.348,12185.61,0,24
B5270BH044,2,4,4,8.88,24.65,0.423,499.66,0,17
B5353BH001,1,1,2,811,374,0.36,0,0,0
B5353BH004,14,14,15,1810,924,0.32,0,0,0
B5353BH001,3,3,4,855,385,0.37,0,0,0
B5353BH001,4,4,5,900,426,0.36,0,0,0
B5353BH001,5,5,6,1009,463,0.37,0,0,0
B5353BH001,6,6,7,1338,648,0.35,0,0,0
B5353BH001,7,7,8,1326,666,0.33,0,0,0
B5353BH001,8,8,9,1384,691,0.33,0,0,0
B5353BH001,9,9,10,1981,1022,0.32,0,0,0
B5353BH002,1,1,2,848,401,0.36,0,0,0
B5353BH002,2,2,3,863,384,0.38,0,0,0
B5353BH002,3,3,4,854,395,0.36,0,0,0
B5353BH002,4,4,5,885,436,0.34,0,0,0
B5353BH002,5,5,6,900,433,0.35,0,0,0
B5353BH002,6,6,7,894,419,0.36,0,0,0
B5353BH002,7,7,8,924,436,0.36,0,0,0
B5353BH002,8,8,9,886,431,0.35,0,0,0
B5353BH002,9,9,10,1015,511,0.33,0,0,0
B5353BH002,10,10,11,1299,646,0.34,0,0,0
B5353BH002,11,11,12,1602,813,0.33,0,0,0
B5353BH003,1,1,2,858,381,0.38,0,0,0
B5353BH003,2,2,3,829,394,0.35,0,0,0
B5353BH003,3,3,4,833,395,0.35,0,0,0
B5353BH003,4,4,5,813,370,0.37,0,0,0
B5353BH003,5,5,6,767,365,0.35,0,0,0
B5353BH003,6,6,7,815,398,0.34,0,0,0
B5353BH003,7,7,8,842,396,0.36,0,0,0
B5353BH003,8,8,9,866,431,0.34,0,0,0
B5353BH003,9,9,10,891,442,0.34,0,0,0
B5353BH003,10,10,11,1574,799,0.33,0,0,0
B5353BH003,11,11,12,1618,831,0.32,0,0,0
B5353BH004,1,1,2,781,345,0.38,0,0,0
B5353BH004,2,2,3,880,347,0.41,0,0,0
B5353BH004,3,3,4,799,360,0.37,0,0,0
B5353BH004,4,4,5,808,347,0.39,0,0,0
B5353BH004,5,5,6,841,386,0.37,0,0,0
B5353BH004,6,6,7,864,363,0.39,0,0,0
B5353BH004,7,7,8,887,427,0.35,0,0,0
B5353BH004,8,8,9,917,428,0.36,0,0,0
B5353BH004,9,9,10,951,456,0.35,0,0,0
B5353BH004,10,10,11,1203,597,0.34,0,0,0
B5353BH004,11,11,12,1270,627,0.34,0,0,0
B5353BH004,12,12,13,1345,672,0.33,0,0,0
B5353BH004,13,13,14,1774,910,0.32,0,0,0
B5353BH001,2,2,3,800,361,0.37,0,0,0
B5356BH007,1,0,4,727,267,0.42,1430,4070,2
B5356BH007,2,4,6.5,797,314,0.41,2070,5820,2.1
B5356BH007,3,6.5,26.5,827,380,0.37,2750,7500,1.9
B5356BH007,4,26.5,30,1209,624,0.32,8180,21560,2.1
B5548BH005,6,5,6,1824,1042,0.26,26080,45130,0
B5548BH005,5,4,5,2094,1212,0.5,35280,58270,0
B5548BH005,8,7,8,2552,1468,0.25,51760,87400,0
B5548BH005,9,8,9,2671,1543,0.25,57180,95100,0
B5548BH005,10,9,10,2352,1348,0.26,43640,74670,0
B5548BH005,7,6,7,2228,1295,0.24,40280,65520,0
B5548BH005,4,3,4,2052,1176,0.26,33210,56840,0
B5548BH005,3,2,3,1946,1108,0.26,29480,51640,0
B5548BH005,2,1,2,1865,1053,0.27,26630,48030,0
B5548BH005,1,0,1,1753,943,0.3,21360,45330,0
B5551BH001,10,9,10,1043,561,0.34,5060,13550,0
B5551BH001,5,4,5,468,151,0.44,410,1180,0
B5551BH001,18,17,18,1285,692,0.3,11500,29800,0
B5551BH001,19,18,19,1324,714,0.29,12240,3171,0
B5551BH001,20,19,20,1312,719,0.29,12420,31920,0
B5551BH001,21,20,21,1336,732,0.29,12870,33090,0
B5551BH001,22,21,22,1362,745,0.29,13330,34300,0
B5551BH001,23,22,23,1378,758,0.28,13800,35410,0
B5551BH001,24,23,24,1394,774,0.28,14390,36750,0
B5551BH001,25,24,25,1425,793,0.28,15100,38530,0
B5551BH001,26,25,26,1476,813,0.28,15870,40710,0
B5551BH001,27,26,27,1488,822,0.28,16230,41560,0
B5551BH001,28,27,28,1507,834,0.28,16700,42740,0
B5551BH001,29,28,29,1532,855,0.27,17560,44730,0
B5551BH001,30,29,30,1549,867,0.27,18050,45920,0
B5551BH001,11,10,11,746,329,0.38,2060,5680,0
B5551BH001,12,11,12,761,337,0.38,2160,5950,0
B5551BH001,13,12,13,776,351,0.37,2340,6420,0
B5551BH001,14,13,14,1095,557,0.33,6520,17280,0
B5551BH001,15,14,15,1142,573,0.33,6900,18380,0
B5551BH001,16,15,16,1184,614,0.32,7920,20850,0
B5551BH001,1,0,1,476,162,0.43,470,1360,0
B5551BH001,2,1,2,467,153,0.44,420,1210,0
B5551BH001,3,2,3,484,158,0.44,450,1300,0
B5551BH001,4,3,4,502,165,0.44,490,1410,0
B5551BH001,9,8,9,1084,543,0.33,5160,14940,0
B5551BH001,8,7,8,953,472,0.34,4240,11330,0
B5551BH001,7,6,7,542,187,0.43,660,1900,0
B5551BH001,6,5,6,485,168,0.43,480,1370,0
B5551BH001,17,16,17,1242,667,0.3,10680,27720,0
B5711BH001,1,0,1,359,117,0.34,1450,0,0
B5711BH001,2,1,2,519,263,0.33,3180,0,0
B5711BH001,20,19,20,1429,787,0.28,34000,0,0
B5711BH001,19,18,19,1370,751,0.29,31000,0,0
B5711BH001,18,17,18,1318,731,0.28,29200,0,0
B5711BH001,17,16,17,1299,702,0.29,27300,0,0
B5711BH001,16,15,16,1252,684,0.29,25800,0,0
B5711BH001,15,14,15,1202,656,0.29,21500,0,0
B5711BH001,14,13,14,1185,634,0.3,20200,0,0
B5711BH001,13,12,13,1142,621,0.29,19300,0,0
B5711BH001,12,11,12,1133,606,0.3,18500,0,0
B5711BH001,11,10,11,1003,522,0.31,13900,0,0
B5711BH001,10,9,10,941,507,0.3,12900,0,0
B5711BH001,9,8,9,937,491,0.31,11600,0,0
B5711BH001,8,7,8,898,461,0.32,10300,0,0
B5711BH001,7,6,7,741,383,0.32,7110,0,0
B5711BH001,6,5,6,710,354,0.33,6140,0,0
B5711BH001,5,4,5,649,324,0.33,5150,0,0
B5711BH001,4,3,4,601,294,0.34,4260,0,0
B5711BH001,3,2,3,543,273,0.33,3450,0,0
B5712BH001,1,0,1,293,149,0.33,1020,0,0
B5712BH001,20,19,20,3876,2278,0.24,275000,0,0
B5712BH001,18,17,18,3534,2037,0.25,222000,0,0
B5712BH001,17,16,17,3413,1965,0.25,207000,0,0
B5712BH001,16,15,16,3367,1934,0.25,201000,0,0
B5712BH001,15,14,15,2538,1447,0.26,113000,0,0
B5712BH001,14,13,14,2203,1263,0.26,85700,0,0
B5712BH001,13,12,13,2114,1206,0.26,78400,0,0
B5712BH001,12,11,12,1764,995,0.27,53700,0,0
B5712BH001,11,10,11,1704,957,0.27,49800,0,0
B5712BH001,10,9,10,1724,945,0.29,49200,0,0
B5712BH001,9,8,9,1548,806,0.31,29600,0,0
B5712BH001,8,7,8,1387,747,0.3,25100,0,0
B5712BH001,7,6,7,1263,638,0.33,18700,0,0
B5712BH001,6,5,6,957,480,0.33,10600,0,0
B5712BH001,5,4,5,961,479,0.33,10600,0,0
