X,Y,idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year,distance,angle
127.1317343,37.52741512,25-11537,T,SN,KDT,0283-101,SB007,377052347,SB25,13,0283-101-01,0283-104-1,1,12,1,1980.12.30,0,600,0,0,1,29.65,15.27,15.76,14.4,14.13,0.27,1.03,0.65,9.11,999,,,,,Ø600,0283-101/Ø600,Ø600/L29.65,Ø600/L29.65/D0.27/D1.03,1980/Ø600/L29.65,1980/HP/Ø600/L29.65/D14.40/D14.13/S9.11,1980/HP/Ø600/L29.65/D0.27/D1.03,40,N,,,1980,2015,0,,,0,1,5,1,D,Y,,,명일동 324-2~345-8외 1개소 원형관로 보수보강공사,1980,0,107.4265795
127.1345306,37.52549491,25-11827,T,SN,KDT,0235-200,SB001,377052347,SB25,13,0235-200-00,0235-300-00,1,30,24,1980.12.30,0,0,2.2,2,1,58.03,16.84,16.49,14.33,14.23,0.51,0.26,0.39,1.72,999,,C,,,□2.2X2.0,0235-200/□2.2X2.0,□2.2X2.0/L58.03,□2.2X2.0/L58.03/D0.51/D0.26,1980/□2.2X2.0/L58.03,1980/RCB/□2.2X2.0/L58.03/D14.33/D14.23/S1.72,1980/RCB/□2.2X2.0/L58.03/D0.51/D0.26,2,N,,,1980,1900,0,,,0,0,3,1,C,N,,,,1980,0,283.6587131
127.1319157,37.52707628,25-11538,T,SN,KDT,0283-102,SB007,377052347,SB25,13,0283-102-1,0283-104-1,1,43,1,2019.6.30,0,600,0,0,1,28.89,15.48,15.76,14.09,13.79,0.79,1.37,1.08,10.38,999,,,,,Ø600,0283-102/Ø600,Ø600/L28.89,Ø600/L28.89/D0.79/D1.37,2019/Ø600/L28.89,2019/PRC/Ø600/L28.89/D14.09/D13.79/S10.38,2019/PRC/Ø600/L28.89/D0.79/D1.37,71,N,,,1980,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,30.89407209
127.1322667,37.52692604,25-11772,T,SN,KDT,0283-207,SB007,377052347,SB25,13,0283-207-1,0283-208-1,1,12,1,1980.12.30,0,450,0,0,1,26.19,15.22,15.48,13.85,13.92,0.92,1.11,1.02,2.67,999,,B,,,Ø450,0283-207/Ø450,Ø450/L26.19,Ø450/L26.19/D0.92/D1.11,1980/Ø450/L26.19,1980/HP/Ø450/L26.19/D13.85/D13.92/S2.67,1980/HP/Ø450/L26.19/D0.92/D1.11,40,N,,,1980,2010,0,,,0,1,5,1,B,Y,,,,1980,0,212.189589
127.1425022,37.55122815,25-07793,T,SN,ML,0045-200,SB007,377051899,SB25,13,0045-200-1,0045-300-1,1,12,1,2019.6.30,0,600,0,0,1,5.05,38.23,38.08,36.4,36.38,1.23,1.1,1.17,3.96,999,,,,,Ø600,0045-200/Ø600,Ø600/L5.05,Ø600/L5.05/D1.23/D1.10,2019/Ø600/L5.05,2019/HP/Ø600/L5.05/D36.40/D36.38/S3.96,2019/HP/Ø600/L5.05/D1.23/D1.10,71,N,,,1900,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,187.8339205
127.1241202,37.53549658,25-00204,T,SN,PN,0038-204,SB007,377052325,SB25,13,0038-204-1,0038-200-1,1,12,1,2019.6.30,0,600,0,0,1,49.88,17.02,16.7,15.97,15.57,0.45,0.53,0.49,8.02,999,,,,,Ø600,0038-204/Ø600,Ø600/L49.88,Ø600/L49.88/D0.45/D0.53,2019/Ø600/L49.88,2019/HP/Ø600/L49.88/D15.97/D15.57/S8.02,2019/HP/Ø600/L49.88/D0.45/D0.53,71,N,,,1987,2018,0,1,1,0,2,2,1,B,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,208.687599
127.1336227,37.55119375,25-13969,T,SN,CH,0166-103,SB007,377051897,SB25,13,0166-103-1,0166-100-1,1,12,1,1980.12.31,0,600,0,0,1,14,23.37,23.38,21.31,20.74,1.46,2.04,1.75,40.71,999,,C,,,Ø600,0166-103/Ø600,Ø600/L14.00,Ø600/L14.00/D1.46/D2.04,1980/Ø600/L14.00,1980/HP/Ø600/L14.00/D21.31/D20.74/S40.71,1980/HP/Ø600/L14.00/D1.46/D2.04,1,N,,,1980,1900,0,,,0,0,3,1,C,N,,,,1980,0,4.624600374
127.1285626,37.55470171,25-03574,T,SN,CH,0090-300,SB007,377051896,SB25,13,0090-300-1,0089-400-1,1,12,1,1992.12.3,0,700,0,0,1,45.07,17.26,16.17,15.54,14.77,1.02,0.7,0.86,17.08,999,,B,,,Ø700,0090-300/Ø700,Ø700/L45.07,Ø700/L45.07/D1.02/D0.70,1992/Ø700/L45.07,1992/HP/Ø700/L45.07/D15.54/D14.77/S17.08,1992/HP/Ø700/L45.07/D1.02/D0.70,23,N,,,1992,1900,0,,,0,0,3,1,B,N,,,암사동 505주변외 2개소 하수도개량공사,1992,0,90.37323307
127.1233521,37.54494797,25-18411,T,SN,CH,0403-407,SB007,377052315,SB25,13,0403-407-01,0403-402-1,1,12,1,1900.1.1,0,300,0,0,1,2.61,16.3,16.27,15.55,15.47,0.45,0.5,0.48,30.65,999,,,,,Ø300,0403-407/Ø300,Ø300/L2.61,Ø300/L2.61/D0.45/D0.50,1900/Ø300/L2.61,1900/HP/Ø300/L2.61/D15.55/D15.47/S30.65,1900/HP/Ø300/L2.61/D0.45/D0.50,41,N,,2012년정확도 펌프장,1900,1900,0,,,0,0,2,1,,N,,,,1900,0,51.49978209
127.1245466,37.54371389,25-01822,T,SN,CH,0371-200,SB007,377052315,SB25,13,0371-200-1,0371-300-1,1,43,1,2019.6.30,0,450,0,0,1,20.98,17,16.7,15.52,15.22,1.03,1.03,1.03,14.3,999,,,,,Ø450,0371-200/Ø450,Ø450/L20.98,Ø450/L20.98/D1.03/D1.03,2019/Ø450/L20.98,2019/PRC/Ø450/L20.98/D15.52/D15.22/S14.30,2019/PRC/Ø450/L20.98/D1.03/D1.03,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,123.4621986
127.1374193,37.56053457,25-04071,T,SN,AS,0906-100,SB007,377051878,SB25,13,0906-100-1,0906-200-1,1,12,1,1979.4.4,0,600,0,0,1,39.77,31.7,30.87,30.26,29.44,0.84,0.83,0.84,20.62,999,,C,,,Ø600,0906-100/Ø600,Ø600/L39.77,Ø600/L39.77/D0.84/D0.83,1979/Ø600/L39.77,1979/HP/Ø600/L39.77/D30.26/D29.44/S20.62,1979/HP/Ø600/L39.77/D0.84/D0.83,11,N,,,1900,1900,0,,,0,0,3,1,C,N,,,,1979,0,117.3320167
127.1333609,37.55033191,25-02494,T,SN,CH,0264-300,SB007,377051897,SB25,13,0264-300-1,0265-100-1,1,12,1,2016.12.31,0,600,0,0,1,29.14,26.78,25.01,25.04,23.68,1.14,0.73,0.94,46.67,999,,,,,Ø600,0264-300/Ø600,Ø600/L29.14,Ø600/L29.14/D1.14/D0.73,2016/Ø600/L29.14,2016/HP/Ø600/L29.14/D25.04/D23.68/S46.67,2016/HP/Ø600/L29.14/D1.14/D0.73,71,N,,,1980,2016,0,1,1,0,2,2,1,C,Y,,,암사동 선사초교주변외 1개소 노후하수관 정비공사,2016,0,254.4020811
127.1443928,37.52701798,25-09427,T,SN,GDG,0107-502,SB007,377052349,SB25,13,0107-502-01,0107-500-1,1,12,1,1900.1.1,0,450,0,0,1,2.59,24.21,24.08,22.63,22.41,1.13,1.22,1.18,84.94,999,,M,,,Ø450,0107-502/Ø450,Ø450/L2.59,Ø450/L2.59/D1.13/D1.22,1900/Ø450/L2.59,1900/HP/Ø450/L2.59/D22.63/D22.41/S84.94,1900/HP/Ø450/L2.59/D1.13/D1.22,2,N,,,1900,1900,0,,,0,0,3,1,M,N,,,,1900,0,97.82494178
127.1425679,37.55160603,25-07879,T,SN,ML,0045-100,SB007,377051899,SB25,13,0045-100-1,0045-200-1,1,12,1,1971.12.10,0,600,0,0,1,42.34,39.4,38.23,37.75,36.47,1.05,1.16,1.11,30.23,999,,C,,,Ø600,0045-100/Ø600,Ø600/L42.34,Ø600/L42.34/D1.05/D1.16,1971/Ø600/L42.34,1971/HP/Ø600/L42.34/D37.75/D36.47/S30.23,1971/HP/Ø600/L42.34/D1.05/D1.16,1,N,,,1900,2010,0,,,0,1,3,1,C,N,,,,1971,0,190.162671
127.136507,37.54363728,25-10404,T,SN,KDT,0028-101,SB007,377052318,SB25,13,0028-101-1,0028-103-1,1,43,1,2019.6.30,0,450,0,0,1,41.03,24.52,24.08,23.42,23.01,0.65,0.62,0.64,9.99,999,,,,,Ø450,0028-101/Ø450,Ø450/L41.03,Ø450/L41.03/D0.65/D0.62,2019/Ø450/L41.03,2019/PRC/Ø450/L41.03/D23.42/D23.01/S9.99,2019/PRC/Ø450/L41.03/D0.65/D0.62,71,N,,,1900,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,221.6258994
127.1284273,37.5542907,25-03573,T,SN,CH,0090-301,SB007,377051896,SB25,13,0090-301-1,0090-300-1,1,43,1,2019.6.30,0,450,0,0,1,47.16,17.49,17.26,16.3,15.78,0.74,1.03,0.89,11.03,999,,,,,Ø450,0090-301/Ø450,Ø450/L47.16,Ø450/L47.16/D0.74/D1.03,2019/Ø450/L47.16,2019/PRC/Ø450/L47.16/D16.30/D15.78/S11.03,2019/PRC/Ø450/L47.16/D0.74/D1.03,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,18.22094472
127.1226061,37.54343173,25-02199,T,SN,CH,0365-106,SB007,377052315,SB25,13,0365-106-1,0365-100-1,1,12,1,1980.12.31,0,600,0,0,1,39.72,17.73,17.89,16.25,16.19,0.88,1.1,0.99,1.51,999,,B,,,Ø600,0365-106/Ø600,Ø600/L39.72,Ø600/L39.72/D0.88/D1.10,1980/Ø600/L39.72,1980/HP/Ø600/L39.72/D16.25/D16.19/S1.51,1980/HP/Ø600/L39.72/D0.88/D1.10,1,N,,,1980,1900,0,,,0,0,3,1,B,N,,,,1980,0,114.8753563
127.1411296,37.55207213,25-07883,T,SN,ML,0040-101,SB007,377051899,SB25,13,0040-101-01,0040-100-1,1,12,1,2019.6.30,0,450,0,0,1,16.4,39.2,40.05,38.41,38.4,0.34,1.2,0.77,0.61,999,,,,,Ø450,0040-101/Ø450,Ø450/L16.40,Ø450/L16.40/D0.34/D1.20,2019/Ø450/L16.40,2019/HP/Ø450/L16.40/D38.41/D38.40/S0.61,2019/HP/Ø450/L16.40/D0.34/D1.20,71,N,,,1900,2019,0,1,1,0,2,2,1,C,N,,2,2018년 노후하수관로 정비공사(4권역),2019,0,93.73707404
127.1298526,37.54359365,25-01725,T,SN,CH,0347-406,SB007,377052316,SB25,13,0347-406-1,0347-408-1,1,12,1,1900.1.1,0,600,0,0,1,25.53,17.95,18.03,16.9,16.77,0.45,0.66,0.56,5.09,999,,C,,,Ø600,0347-406/Ø600,Ø600/L25.53,Ø600/L25.53/D0.45/D0.66,1900/Ø600/L25.53,1900/HP/Ø600/L25.53/D16.90/D16.77/S5.09,1900/HP/Ø600/L25.53/D0.45/D0.66,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,,,1900,0,21.99257487
127.1247293,37.54359313,25-13966,T,SN,CH,0371-300,SB007,377052315,SB25,13,0371-300-1,0371-400-01,1,43,1,2019.6.30,0,450,0,0,1,28,16.7,16.16,15.22,14.9,1.03,0.81,0.92,11.43,999,,,,,Ø450,0371-300/Ø450,Ø450/L28.00,Ø450/L28.00/D1.03/D0.81,2019/Ø450/L28.00,2019/PRC/Ø450/L28.00/D15.22/D14.90/S11.43,2019/PRC/Ø450/L28.00/D1.03/D0.81,71,N,,,1980,2019,0,1,1,0,2,2,1,C,N,,2,2018년 노후하수관로 정비공사(4권역),2019,0,121.0298974
127.1410828,37.5303656,25-12283,T,SN,KDT,0219-402,SB007,377052339,SB25,13,0219-402-1,0219-403-1,1,43,1,2019.6.30,0,450,0,0,1,31.4,19.68,19.44,18.58,18.21,0.65,0.78,0.72,11.78,999,,,,,Ø450,0219-402/Ø450,Ø450/L31.40,Ø450/L31.40/D0.65/D0.78,2019/Ø450/L31.40,2019/PRC/Ø450/L31.40/D18.58/D18.21/S11.78,2019/PRC/Ø450/L31.40/D0.65/D0.78,71,N,,,1900,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,177.3859364
127.1461419,37.52630093,25-09210,T,SN,GDG,0103-501,SB007,377052350,SB25,13,0103-501-1,0103-502-1,1,12,1,1900.1.1,0,600,0,0,1,36.58,29.36,28.71,27.84,27.44,0.92,0.67,0.8,10.93,999,,C,,,Ø600,0103-501/Ø600,Ø600/L36.58,Ø600/L36.58/D0.92/D0.67,1900/Ø600/L36.58,1900/HP/Ø600/L36.58/D27.84/D27.44/S10.93,1900/HP/Ø600/L36.58/D0.92/D0.67,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,,,1900,0,7.287120858
127.132256,37.53125964,25-11377,T,SN,KDT,0207-103,SB007,377052337,SB25,13,0207-103-1,0207-100-00,1,12,1,2019.6.30,0,800,0,0,1,2.69,15.53,15.63,13.25,13.29,1.48,1.54,1.51,14.87,999,,,,,Ø800,0207-103/Ø800,Ø800/L2.69,Ø800/L2.69/D1.48/D1.54,2019/Ø800/L2.69,2019/HP/Ø800/L2.69/D13.25/D13.29/S14.87,2019/HP/Ø800/L2.69/D1.48/D1.54,71,N,,,1980,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,125.3800646
127.1733196,37.558336,25-40153,T,SN,SLT,,SB020,377051985,SB25,13,,,999,999,999,2011.12.30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,999,,,,,,,,,,,,99,N,,,2011,1900,0,,,0,0,99,1,,N,,999,,2011,0,310.7460626
127.1426089,37.53006373,25-12304,T,SN,KDT,0216-201,SB007,377052339,SB25,13,0216-201-1,0216-203-1,1,43,1,2019.6.30,0,450,0,0,1,49.13,21.21,20.05,19.86,19.03,0.9,0.57,0.74,16.89,999,,,,,Ø450,0216-201/Ø450,Ø450/L49.13,Ø450/L49.13/D0.90/D0.57,2019/Ø450/L49.13,2019/PRC/Ø450/L49.13/D19.86/D19.03/S16.89,2019/PRC/Ø450/L49.13/D0.90/D0.57,71,N,,,1900,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,243.7960259
127.1367731,37.55340749,25-04462,T,SN,AS,0121-103,SB007,377051898,SB25,13,0121-103-1,0121-104-1,1,12,1,2019.6.30,0,600,0,0,1,27.94,28.31,27.44,26.63,25.78,1.08,1.06,1.07,30.42,999,,,,,Ø600,0121-103/Ø600,Ø600/L27.94,Ø600/L27.94/D1.08/D1.06,2019/Ø600/L27.94,2019/HP/Ø600/L27.94/D26.63/D25.78/S30.42,2019/HP/Ø600/L27.94/D1.08/D1.06,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,270.1870109
127.1427404,37.55356354,25-04403,T,SN,ML,0103-301,SB007,377051899,SB25,13,0035-101-1,0103-302-1,1,12,1,1979.2.25,0,600,0,0,1,50,40.44,38.25,38.94,37.05,0.9,0.6,0.75,37.8,999,,C,,,Ø600,0103-301/Ø600,Ø600/L50.00,Ø600/L50.00/D0.90/D0.60,1979/Ø600/L50.00,1979/HP/Ø600/L50.00/D38.94/D37.05/S37.80,1979/HP/Ø600/L50.00/D0.90/D0.60,1,N,,,1900,2010,0,,,0,1,3,1,C,N,,,,1979,0,359.9641018
127.1424414,37.55122071,25-07794,T,SN,ML,0045-304,SB007,377051899,SB25,13,0045-304-1,0045-300-1,1,12,1,1988.12.27,0,450,0,0,1,6.23,38.05,38.08,36.72,36.5,0.88,1.13,1.01,35.31,999,,C,,,Ø450,0045-304/Ø450,Ø450/L6.23,Ø450/L6.23/D0.88/D1.13,1988/Ø450/L6.23,1988/HP/Ø450/L6.23/D36.72/D36.50/S35.31,1988/HP/Ø450/L6.23/D0.88/D1.13,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,,둔촌아파트 주변 암거신설공사,1988,0,125.2963824
127.142009,37.53033535,25-30017,T,SN,KDT,0220-200,SB007,377052339,SB25,13,0220-200-1,0220-300-1,1,43,1,2019.6.30,0,1000,0,0,1,24.5,20.18,19.85,18.61,18.36,0.57,0.49,0.53,10.2,999,,,,,Ø1000,0220-200/Ø1000,Ø1000/L24.50,Ø1000/L24.50/D0.57/D0.49,2019/Ø1000/L24.50,2019/PRC/Ø1000/L24.50/D18.61/D18.36/S10.20,2019/PRC/Ø1000/L24.50/D0.57/D0.49,71,N,,,2002,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,211.93855
127.1439498,37.53232618,25-09496,T,SN,GDG,0020-109,SB007,377052339,SB25,13,0020-109-1,0020-110-1,1,43,1,2019.6.30,0,450,0,0,1,3.45,27.36,27.22,26.09,25.99,0.82,0.78,0.8,28.99,999,,,,,Ø450,0020-109/Ø450,Ø450/L3.45,Ø450/L3.45/D0.82/D0.78,2019/Ø450/L3.45,2019/PRC/Ø450/L3.45/D26.09/D25.99/S28.99,2019/PRC/Ø450/L3.45/D0.82/D0.78,71,N,,,1991,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,113.7610834
127.1321328,37.52671567,25-11776,T,SN,KDT,0283-208,SB007,377052347,SB25,13,0283-208-1,0283-305-1,1,12,1,2019.6.30,0,450,0,0,1,42.53,15.48,15.64,13.92,14.34,1.11,0.85,0.98,9.88,999,,,,,Ø450,0283-208/Ø450,Ø450/L42.53,Ø450/L42.53/D1.11/D0.85,2019/Ø450/L42.53,2019/HP/Ø450/L42.53/D13.92/D14.34/S9.88,2019/HP/Ø450/L42.53/D1.11/D0.85,71,N,,,1980,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,199.8618625
127.133049,37.55233545,25-02720,T,SN,CH,0159-700,SB007,377051897,SB25,13,0159-700-1,0038-101-1,1,12,1,1980.12.31,0,600,0,0,1,19.06,20.25,19.96,18.9,18.56,0.75,0.8,0.78,17.84,999,,B,,,Ø600,0159-700/Ø600,Ø600/L19.06,Ø600/L19.06/D0.75/D0.80,1980/Ø600/L19.06,1980/HP/Ø600/L19.06/D18.90/D18.56/S17.84,1980/HP/Ø600/L19.06/D0.75/D0.80,40,N,,,1980,1900,0,,,0,0,5,1,B,Y,,,,1980,0,266.9873993
127.1358839,37.54050052,25-13972,T,SN,KDT,0127-105,SB007,377052318,SB25,13,0127-105-01,0127-102-1,1,12,1,1900.1.1,0,450,0,0,1,5.43,27.5,27.71,26.8,26.54,0.2,0.72,0.46,47.88,999,,,,,Ø450,0127-105/Ø450,Ø450/L5.43,Ø450/L5.43/D0.20/D0.72,1900/Ø450/L5.43,1900/HP/Ø450/L5.43/D26.80/D26.54/S47.88,1900/HP/Ø450/L5.43/D0.20/D0.72,2,N,,,1900,1900,0,,,0,2,2,1,,N,,1,,1900,0,176.208936
127.1367794,37.55815579,25-04115,T,SN,AS,0928-201,SB007,377051888,SB25,13,0928-201-01,0928-200-1,1,37,1,1900.1.1,0,450,0,0,1,55.49,19.6,19.1,17.77,17.74,1.38,0.91,1.15,0.54,999,,C,,,Ø450,0928-201/Ø450,Ø450/L55.49,Ø450/L55.49/D1.38/D0.91,1900/Ø450/L55.49,1900/CP/Ø450/L55.49/D17.77/D17.74/S0.54,1900/CP/Ø450/L55.49/D1.38/D0.91,2,N,,,1900,1900,0,,,0,0,3,1,C,N,,,,1900,0,90.75570756
127.1322823,37.53124812,25-11390,T,SN,KDT,,SB020,377052337,SB25,13,,,999,999,1,2019.6.30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,999,,,,,,,,,,,,71,N,,,1900,1900,0,,,0,2,2,1,,N,,1,,2019,0,101.4115087
127.1280872,37.55470181,25-03619,T,SN,CH,0090-200,SB007,377051896,SB25,13,0090-200-1,0090-300-1,1,12,1,1992.12.3,0,700,0,0,1,42.06,18.36,17.26,16.65,15.74,1.01,0.82,0.92,21.64,999,,B,,,Ø700,0090-200/Ø700,Ø700/L42.06,Ø700/L42.06/D1.01/D0.82,1992/Ø700/L42.06,1992/HP/Ø700/L42.06/D16.65/D15.74/S21.64,1992/HP/Ø700/L42.06/D1.01/D0.82,23,N,,,1992,1900,0,,,0,0,3,1,B,N,,,암사동 505주변외 2개소 하수도개량공사,1992,0,90.2900952
127.1310011,37.53573076,25-10725,T,SN,KDT,0187-200,SB007,377052327,SB25,13,0187-200-1,0187-300-1,1,12,1,2019.6.30,0,600,0,0,1,15.91,21.27,20.63,20.04,19.59,0.63,0.44,0.54,28.28,999,,,,,Ø600,0187-200/Ø600,Ø600/L15.91,Ø600/L15.91/D0.63/D0.44,2019/Ø600/L15.91,2019/HP/Ø600/L15.91/D20.04/D19.59/S28.28,2019/HP/Ø600/L15.91/D0.63/D0.44,71,N,,,1984,2018,0,1,1,0,2,2,1,D,N,,1,2018년 노후하수관로 정비공사(2권역),2019,0,202.4502831
127.1336044,37.5483122,25-01533,T,SN,CH,0260-303,SB007,377052307,SB25,13,0260-303-1,0261-102-1,1,43,1,2019.6.30,0,450,0,0,1,16.95,23.03,22.84,21.7,21.69,0.88,0.7,0.79,0.59,999,,,,,Ø450,0260-303/Ø450,Ø450/L16.95,Ø450/L16.95/D0.88/D0.70,2019/Ø450/L16.95,2019/PRC/Ø450/L16.95/D21.70/D21.69/S0.59,2019/PRC/Ø450/L16.95/D0.88/D0.70,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,162.4673587
127.1340823,37.5483855,25-01535,T,SN,CH,0260-302,SB007,377052307,SB25,13,0260-302-1,0260-303-1,1,12,1,1980.12.31,0,450,0,0,1,43.01,25.27,23.03,24.07,21.58,0.75,1,0.88,57.89,999,,C,,,Ø450,0260-302/Ø450,Ø450/L43.01,Ø450/L43.01/D0.75/D1.00,1980/Ø450/L43.01,1980/HP/Ø450/L43.01/D24.07/D21.58/S57.89,1980/HP/Ø450/L43.01/D0.75/D1.00,23,N,,,1980,1900,0,,,0,0,3,1,C,N,,,,1980,0,261.2793407
127.1230294,37.54432302,25-01842,T,SN,CH,0404-101,SB007,377052315,SB25,13,0404-101-1,0404-100-1,1,12,1,1980.12.31,0,450,0,0,1,37.41,17.5,17.23,16.35,15.92,0.7,0.86,0.78,11.49,999,,B,,,Ø450,0404-101/Ø450,Ø450/L37.41,Ø450/L37.41/D0.70/D0.86,1980/Ø450/L37.41,1980/HP/Ø450/L37.41/D16.35/D15.92/S11.49,1980/HP/Ø450/L37.41/D0.70/D0.86,41,N,,2012년정확도 펌프장,1980,1900,0,,,0,0,2,1,B,N,,,,1980,0,85.63607659
127.1333643,37.54792069,25-01529,T,SN,CH,0261-104,SB007,377052307,SB25,13,0261-104-1,0261-100-1,1,12,1,2019.6.30,0,450,0,0,1,6.43,21.48,21.42,20.13,19.83,0.9,1.14,1.02,46.66,999,,,,,Ø450,0261-104/Ø450,Ø450/L6.43,Ø450/L6.43/D0.90/D1.14,2019/Ø450/L6.43,2019/HP/Ø450/L6.43/D20.13/D19.83/S46.66,2019/HP/Ø450/L6.43/D0.90/D1.14,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,294.0504996
127.1349241,37.55659804,25-04215,T,SN,AS,0128-405,SB007,377051887,SB25,13,0128-405-1,0128-400-1,1,12,1,1999.5.31,0,600,0,0,1,19.38,19.23,19,17.4,17.22,1.23,1.18,1.21,9.29,999,,B,,,Ø600,0128-405/Ø600,Ø600/L19.38,Ø600/L19.38/D1.23/D1.18,1999/Ø600/L19.38,1999/HP/Ø600/L19.38/D17.40/D17.22/S9.29,1999/HP/Ø600/L19.38/D1.23/D1.18,40,N,,,1999,1900,0,,,0,0,5,1,B,Y,,,암사동 178번지 외 1개소 하수관 개량공사,1999,0,86.54266091
127.1227915,37.54499731,25-13965,T,SN,CH,0404-300,SB007,377052315,SB25,13,0404-300-1,0403-700-00,1,12,1,2019.6.30,0,600,0,0,1,4.44,16.16,16.16,13.84,13.66,1.72,1.9,1.81,40.54,999,,,,,Ø600,0404-300/Ø600,Ø600/L4.44,Ø600/L4.44/D1.72/D1.90,2019/Ø600/L4.44,2019/HP/Ø600/L4.44/D13.84/D13.66/S40.54,2019/HP/Ø600/L4.44/D1.72/D1.90,71,N,,,1980,2018,0,1,1,0,2,2,1,C,N,,1,2018년 노후하수관로 정비공사(4권역),2019,0,317.3366484
127.1330262,37.52519859,25-11796,T,SN,KDT,0235-401,SB007,377052347,SB25,13,0235-401-01,0235-402-1,1,12,1,2019.6.30,0,600,0,0,1,11.24,16.2,16.33,15.32,14.71,0.28,1.02,0.65,54.27,999,,,,,Ø600,0235-401/Ø600,Ø600/L11.24,Ø600/L11.24/D0.28/D1.02,2019/Ø600/L11.24,2019/HP/Ø600/L11.24/D15.32/D14.71/S54.27,2019/HP/Ø600/L11.24/D0.28/D1.02,71,N,,,1980,2019,0,1,1,0,2,2,1,D,N,,2,2018년 노후하수관로 정비공사(2권역),2019,0,20.10100058
127.1303583,37.54395342,25-01620,T,SN,CH,0347-200,SB007,377052317,SB25,13,0347-200-01,0347-300-1,1,12,1,1980.12.31,0,1200,0,0,1,8.69,18.53,18.38,15.95,15.91,1.38,1.27,1.33,4.6,999,,C,,,Ø1200,0347-200/Ø1200,Ø1200/L8.69,Ø1200/L8.69/D1.38/D1.27,1980/Ø1200/L8.69,1980/HP/Ø1200/L8.69/D15.95/D15.91/S4.60,1980/HP/Ø1200/L8.69/D1.38/D1.27,2,N,,,1980,1900,0,,,0,0,3,1,C,N,,,,1980,0,285.6780399
127.1237104,37.54415031,25-01835,T,SN,CH,0404-103,SB007,377052315,SB25,13,0404-103-1,0404-100-1,1,12,1,1980.12.31,0,600,0,0,1,55.19,17.53,17.23,16.19,15.82,0.74,0.81,0.78,6.7,999,,B,,,Ø600,0404-103/Ø600,Ø600/L55.19,Ø600/L55.19/D0.74/D0.81,1980/Ø600/L55.19,1980/HP/Ø600/L55.19/D16.19/D15.82/S6.70,1980/HP/Ø600/L55.19/D0.74/D0.81,41,N,,2012년정확도 펌프장,1980,1900,0,,,0,0,2,1,B,Y,,,,1980,0,317.027696
127.1455123,37.54647865,25-19054,T,SN,ML,,SB020,377052310,SB25,13,,,999,999,1,1900.1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,999,N,,,,,,,,,,,99,N,,,1900,0,0,,,0,,99,1,,N,,999,,1900,0,194.7617547
