idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-02452,T,SN,CH,0249-107,SB007,"377052308",SB25,"12",0249-107-1,0249-100-1,"001","012","001",1990/01/01,"0","600",0.00,0.00,"1",3.200,30.42,30.33,29.21,29.14,0.56,0.54,0.55,21.88,"999",,D,,,Ø600,0249-107/Ø600,Ø600/L3.2,Ø600/L3.2/D0.56/D0.54,1990/Ø600/L3.2,1990/HP/Ø600/L3.20/D29.21/D29.14/S21.88,1990/HP/Ø600/L3.20/D 0.56/D 0.54,"01",N,,,"1990","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1990"
25-02967,T,SN,CH,0085-300,SB007,"377052306",SB25,"12",0085-300-1,0085-400-1,"001","012","001",1980/12/31,"0","800",0.00,0.00,"1",38.560,17.24,16.70,14.79,14.30,1.60,1.55,1.58,12.71,"999",,M,,,Ø800,0085-300/Ø800,Ø800/L38.56,Ø800/L38.56/D1.60/D1.55,1980/Ø800/L38.56,1980/HP/Ø800/L38.56/D14.79/D14.30/S12.71,1980/HP/Ø800/L38.56/D 1.60/D 1.55,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",M,Y,,"999",,"1980"
25-18217,T,SN,HL,0100-201,SB010,"377051944",SB25,"13",0100-201-1,0100-200-1,"002","012","001",1900/01/01,"0","300",0.00,0.00,"1",27.530,19.03,18.97,17.51,16.93,1.22,1.74,1.48,21.07,"999",,,,,Ø300,0100-201/Ø300,Ø300/L27.53,Ø300/L27.53/D1.22/D1.74,1900/Ø300/L27.53,1900/HP/Ø300/L27.53/D17.51/D16.93/S21.07,1900/HP/Ø300/L27.53/D1.22/D1.74,"41",N,,2012년정확도 재개발지역,"1900","1900","0",,,0.00,"0","02","01",,N,,"001",,"1900"
25-03118,T,SN,CH,0080-100,SB007,"377051896",SB25,"12",0080-100-1,0080-200-1,"001","012","001",1991/11/30,"0","600",0.00,0.00,"1",18.800,18.61,18.64,17.25,17.12,0.71,0.87,0.79,6.91,"999",,C,,,Ø600,0080-100/Ø600,Ø600/L18.8,Ø600/L18.8/D0.71/D0.87,1991/Ø600/L18.8,1991/HP/Ø600/L18.80/D17.25/D17.12/S6.91,1991/HP/Ø600/L18.80/D 0.71/D 0.87,"11",N,,,"1991","1900","0",,,0.00,"0","03","01",C,N,,"999",암사동 485주변외 1개소 하수도개량공사,"1991"
25-13632,T,SN,SN,,SB020,"377052346",SB25,"13",,,"999","999","001",2017/12/31,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,,N,,,"2017","1900","0",,,0.00,"2","02","01",,N,,"999",,"2017"
25-11991,T,SN,KDT,0102-502,SB007,"377052339",SB25,"12",0102-502-1,0102-500-1,"001","012","001",1980/12/30,"0","450",0.00,0.00,"1",40.190,19.56,19.36,18.28,18.04,0.78,0.82,0.80,5.97,"999",,C,,,Ø450,0102-502/Ø450,Ø450/L40.19,Ø450/L40.19/D0.78/D0.82,1980/Ø450/L40.19,1980/HP/Ø450/L40.19/D18.28/D18.04/S5.97,1980/HP/Ø450/L40.19/D 0.78/D 0.82,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-12358,T,SN,KDT,0174-200,SB007,"377052339",SB25,"12",0174-200-1,0174-300-1,"001","012","001",1995/05/30,"0","1000",0.00,0.00,"1",46.840,22.10,22.35,19.17,19.27,1.88,2.03,1.96,-2.13,"999",,B,,,Ø1000,0174-200/Ø1000,Ø1000/L46.84,Ø1000/L46.84/D1.88/D2.03,1995/Ø1000/L46.84,1995/HP/Ø1000/L46.84/D19.17/D19.27/S2.13,1995/HP/Ø1000/L46.84/D 1.88/D 2.03,"23",N,,,"1995","2009","0",,,0.00,"1","03","01",B,N,,"999",둔촌동64주변하수관개량공사,"1995"
25-13854,T,SN,KDT,0400-700,SB001,"377052357",SB25,"13",0400-700-00,관막힘,"001","030","024",2017/12/31,"0","0",4.00,2.50,"1",8.790,16.84,16.84,9.80,9.83,4.54,4.51,4.53,3.41,"999",,,,,□4.0X2.5,0400-700/□4.0X2.5,□4.0X2.5/L8.79,□4.0X2.5/L8.79/D4.54/D4.51,2017/□4.0X2.5/L8.79,2017/RCB/□4.0X2.5/L8.79/D9.80/D9.83/S3.41,2017/RCB/□4.0X2.5/L8.79/D4.54/D4.51,"71",N,,,"2017","2017","0","006","001",0.00,"2","02","01",,N,,"001",둔촌로 하수암거 신설공사(1공구 3차),"2017"
25-06170,T,SN,SLO,5191-500,SB010,"377051994",SB25,"12",5191-500-1,5194-400-01,"002","012","001",1988/12/30,"0","300",0.00,0.00,"1",14.140,22.70,22.49,21.05,20.99,1.30,1.15,1.23,4.24,"999",,M,,,Ø300,5191-500/Ø300,Ø300/L14.14,Ø300/L14.14/D1.30/D1.15,1988/Ø300/L14.14,1988/HP/Ø300/L14.14/D21.05/D20.99/S4.24,1988/HP/Ø300/L14.14/D 1.30/D 1.15,"12",N,,,"1988","1900","0",,,0.00,"0","03","01",M,N,,"999",,"1988"
25-06643,T,SN,SLO,0960-200,SB007,"377052415",SB25,"12",0960-200-1,0960-300-1,"001","012","001",1991/09/17,"0","600",0.00,0.00,"1",57.710,24.83,23.40,22.95,21.93,1.23,0.82,1.03,17.67,"999",,C,,,Ø600,0960-200/Ø600,Ø600/L57.71,Ø600/L57.71/D1.23/D0.82,1991/Ø600/L57.71,1991/HP/Ø600/L57.71/D22.95/D21.93/S17.67,1991/HP/Ø600/L57.71/D 1.23/D 0.82,"11",N,,,"1991","1900","0",,,0.00,"0","03","01",C,N,,"999",상일동 363번지외 6개소 하수도개량공사,"1991"
25-19052,T,SN,ML,,SB020,"377052309",SB25,"13",,,"999","999","001",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,,,,,,,,,,,"99",N,,,"1900","0","0",,,0.00,,"99","01",,N,,"999",,"1900"
25-08519,T,SN,ML,0090-407,SB007,"377052309",SB25,"13",0090-407-1,0090-408-1,"001","012","001",1980/12/30,"0","800",0.00,0.00,"1",54.750,25.55,23.03,23.96,20.88,0.79,1.35,1.07,56.26,"999",N,C,,,Ø800,0090-407/Ø800,Ø800/L54.75,Ø800/L54.75/D0.79/D1.35,1980/Ø800/L54.75,1980/HP/Ø800/L54.75/D23.96/D20.88/S56.26,1980/HP/Ø800/L54.75/D0.79/D1.35,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-00722,T,SN,PN,0019-402,SB007,"377052325",SB25,"12",0019-402-1,0019-403-01,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",21.020,16.51,16.64,15.12,15.03,0.89,1.11,1.00,4.28,"999",,C,,,Ø450,0019-402/Ø450,Ø450/L21.02,Ø450/L21.02/D0.89/D1.11,1900/Ø450/L21.02,1900/HP/Ø450/L21.02/D15.12/D15.03/S4.28,1900/HP/Ø450/L21.02/D 0.89/D 1.11,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-11822,T,SN,KDT,,SB020,"377052358",SB25,"12",,,"999","999","999",1980/12/30,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1980"
25-11821,T,SN,KDT,0238-250,SB007,"377052357",SB25,"12",0238-250-01,0238-300-1,"001","012","001",1980/12/30,"0","1000",0.00,0.00,"1",26.520,15.69,15.33,13.22,12.86,1.42,1.42,1.42,13.57,"999",,D,,,Ø1000,0238-250/Ø1000,Ø1000/L26.52,Ø1000/L26.52/D1.42/D1.42,1980/Ø1000/L26.52,1980/HP/Ø1000/L26.52/D13.22/D12.86/S13.57,1980/HP/Ø1000/L26.52/D 1.42/D 1.42,"02",N,,,"1980","2010","0",,,0.00,"1","03","01",D,N,,"999",,"1980"
25-30131,T,SN,KDT,0181-700,SB007,"377052338",SB25,"12",0181-700-1,0181-800-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",9.630,16.62,16.64,15.25,15.04,0.72,0.95,0.84,21.81,"999",,B,,,Ø600,0181-700/Ø600,Ø600/L9.63,Ø600/L9.63/D0.72/D0.95,1980/Ø600/L9.63,1980/HP/Ø600/L9.63/D15.25/D15.04/S21.81,1980/HP/Ø600/L9.63/D 0.72/D 0.95,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",B,Y,,"999",,"1980"
25-T0074,T,SN,CH,HGL3-025,SB012,"377052304",SB73,"90",HGL3-025-1,HGL3-027-1,"001","041","001",1900/01/01,"0","1200",0.00,0.00,"1",181.650,10.05,11.13,7.05,6.99,1.80,2.94,2.37,0.33,"999",,,,,Ø1200,HGL3-025/Ø1200,Ø1200/L181.65,Ø1200/L181.65/D2.18/D3.53,1900/Ø1200/L181.65,1900/SP/Ø1200/L181.65/D6.46/D6.44/S0.12,1900/SP/Ø1200/L181.65/D2.18/D3.53,"81",N,HB00S0,맨홀및관거조사 불가로 지반고/관저고/심도 누락,"1900","1900","0","999","002",0.00,"0","02","01",,N,Y,"002",차집관거 성능개선 기본.실시설계 및 전산화 DB구축 용역(탄천2차),"1900"
25-11999,T,SN,KDT,0108-100,SB007,"377052339",SB25,"12",0108-100-1,0108-200-1,"001","012","001",1980/12/30,"0","1000",0.00,0.00,"1",5.700,18.17,18.30,16.30,15.73,0.82,1.52,1.17,100.00,"999",,B,,,Ø1000,0108-100/Ø1000,Ø1000/L5.7,Ø1000/L5.7/D0.82/D1.52,1980/Ø1000/L5.7,1980/HP/Ø1000/L5.70/D16.30/D15.73/S100.00,1980/HP/Ø1000/L5.70/D 0.82/D 1.52,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1980"
25-30424,T,SN,CH,0132-616,SB007,"377052309",SB25,"12",0132-616-01,0132-615-1,"001","037","001",1900/01/01,"0","450",0.00,0.00,"1",18.240,33.57,31.44,32.60,30.47,0.47,0.47,0.47,116.78,"999",,C,,,Ø450,0132-616/Ø450,Ø450/L18.24,Ø450/L18.24/D0.47/D0.47,1900/Ø450/L18.24,1900/CP/Ø450/L18.24/D32.60/D30.47/S116.78,1900/CP/Ø450/L18.24/D 0.47/D 0.47,"12",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-12822,T,SN,GDT,0007-400,SB001,"377051971",SB25,"13",0007-400-00,0007-450-00,"001","030","024",1900/01/01,"0","0",1.50,1.50,"1",44.700,27.22,26.89,24.20,23.87,1.52,1.52,1.52,7.38,"999",N,C,,,□1.5X1.5,0007-400/□1.5X1.5,□1.5X1.5/L44.70,□1.5X1.5/L44.70/D1.52/D1.52,1900/□1.5X1.5/L44.70,1900/RCB/□1.5X1.5/L44.70/D24.20/D23.87/S7.38,1900/RCB/□1.5X1.5/L44.70/D1.52/D1.52,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-09472,T,SN,GDG,0100-407,SB007,"377052441",SB25,"12",0100-407-1,0100-410-1,"001","012","001",1900/01/01,"0","600",0.00,0.00,"1",90.160,39.63,39.16,38.05,37.55,0.93,0.96,0.95,5.56,"999",,C,,,Ø600,0100-407/Ø600,Ø600/L90.16,Ø600/L90.16/D0.93/D0.96,1900/Ø600/L90.16,1900/HP/Ø600/L90.16/D38.05/D37.55/S5.56,1900/HP/Ø600/L90.16/D 0.93/D 0.96,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-08100,T,SN,ML,0059-401,SB007,"377052310",SB25,"13",0059-401-01,0059-400-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",20.830,0.00,23.87,0.00,22.62,1.31,0.65,0.98,1085.93,"999",N,D,,,Ø600,0059-401/Ø600,Ø600/L20.83,Ø600/L20.83/D1.31/D0.65,1980/Ø600/L20.83,1980/HP/Ø600/L20.83/D0.00/D22.62/S1085.93,1980/HP/Ø600/L20.83/D1.31/D0.65,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-10110,T,SN,KDT,0126-114,SB007,"377052328",SB25,"12",0126-114-1,0126-100-1,"001","012","001",1987/02/26,"0","450",0.00,0.00,"1",12.670,24.03,23.89,22.76,22.52,0.77,0.87,0.82,18.94,"999",,B,,,Ø450,0126-114/Ø450,Ø450/L12.67,Ø450/L12.67/D0.77/D0.87,1987/Ø450/L12.67,1987/HP/Ø450/L12.67/D22.76/D22.52/S18.94,1987/HP/Ø450/L12.67/D 0.77/D 0.87,"01",N,,,"1987","1900","0",,,0.00,"0","03","01",B,N,,"999",천호동 224번지외 2개소 하수도 정비공사,"1987"
25-19068,T,SN,ML,,SB020,"377052310",SB25,"13",,,"999","999","001",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,,,,,,,,,,,"99",N,,,"1900","0","0",,,0.00,,"99","01",,N,,"999",,"1900"
25-11653,T,SN,KDT,0282-114,SB007,"377052358",SB25,"12",0282-114-1,0236-100-01,"001","012","001",1980/12/30,"0","1000",0.00,0.00,"1",3.830,15.79,15.76,13.60,13.45,1.14,1.26,1.20,39.16,"999",,D,,,Ø1000,0282-114/Ø1000,Ø1000/L3.83,Ø1000/L3.83/D1.14/D1.26,1980/Ø1000/L3.83,1980/HP/Ø1000/L3.83/D13.60/D13.45/S39.16,1980/HP/Ø1000/L3.83/D 1.14/D 1.26,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",D,Y,,"999",,"1980"
25-01809,T,SN,CH,0373-304,SB007,"377052316",SB25,"12",0373-304-1,0373-305-1,"001","012","001",2008/09/14,"0","450",0.00,0.00,"1",23.310,16.41,15.83,15.14,14.65,0.77,0.68,0.73,21.02,"999",,B,,,Ø450,0373-304/Ø450,Ø450/L23.31,Ø450/L23.31/D0.77/D0.68,2008/Ø450/L23.31,2008/HP/Ø450/L23.31/D15.14/D14.65/S21.02,2008/HP/Ø450/L23.31/D 0.77/D 0.68,"01",N,,,"2008","1900","0",,,0.00,"0","03","01",B,N,,"999",천호동 332주변 하수관 개량공사,"2008"
25-30007,T,SN,GDT,0017-400,SB007,"377051981",SB25,"13",0017-400-1,0018-500-1,"001","012","001",1988/12/30,"0","1000",0.00,0.00,"1",12.260,27.26,27.06,24.52,24.41,1.74,1.65,1.70,8.97,"999",,C,,,Ø1000,0017-400/Ø1000,Ø1000/L12.26,Ø1000/L12.26/D1.74/D1.65,1988/Ø1000/L12.26,1988/HP/Ø1000/L12.26/D24.52/D24.41/S8.97,1988/HP/Ø1000/L12.26/D1.74/D1.65,"11",N,,,"1988","1900","0",,,0.00,"0","99","01",C,N,,"999",,"1988"
25-19232,T,SN,ML,0013-150,SB001,"377051991",SB25,"13",0013-150-00,0013-200-00,"001","030","024",1900/01/01,"0","0",2.00,1.50,"1",20.110,31.24,31.06,28.74,28.56,1.00,1.00,1.00,8.95,"999",N,C,,,□2.0X1.5,0013-150/□2.0X1.5,□2.0X1.5/L20.11,□2.0X1.5/L20.11/D1.00/D1.00,1900/□2.0X1.5/L20.11,1900/RCB/□2.0X1.5/L20.11/D28.74/D28.56/S8.95,1900/RCB/□2.0X1.5/L20.11/D1.00/D1.00,"41",N,,2015년정확도,"1900","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1900"
25-06818,T,SN,SLO,5107-100,SB010,"377051984",SB25,"12",5107-100-1,5107-200-1,"002","012","001",1991/09/30,"0","700",0.00,0.00,"1",49.280,23.93,22.70,19.26,19.25,3.92,2.70,3.31,0.20,"999",,M,,,Ø700,5107-100/Ø700,Ø700/L49.28,Ø700/L49.28/D3.92/D2.70,1991/Ø700/L49.28,1991/HP/Ø700/L49.28/D19.26/D19.25/S0.20,1991/HP/Ø700/L49.28/D 3.92/D 2.70,"01",N,,,"1991","1900","0",,,0.00,"0","03","01",M,N,,"999",고덕천 연결 분류 하수관로 시설공사,"1991"
25-07904,T,SN,ML,0077-215,SB007,"377052309",SB25,"12",0077-215-1,0077-220-01,"001","012","001",1900/01/01,"0","900",0.00,0.00,"1",9.710,33.70,33.43,30.00,29.83,2.75,2.65,2.70,17.51,"999",,D,,,Ø900,0077-215/Ø900,Ø900/L9.71,Ø900/L9.71/D2.75/D2.65,1900/Ø900/L9.71,1900/HP/Ø900/L9.71/D30.00/D29.83/S17.51,1900/HP/Ø900/L9.71/D 2.75/D 2.65,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",D,Y,,"999",,"1900"
25-40135,T,SN,SLT,1209-504,SB010,"377052406",SB25,"13",1209-504-1,1209-500-1,"002","105","001",2011/12/30,"0","300",0.00,0.00,"1",40.490,23.61,23.43,22.25,22.13,1.06,1.00,1.03,2.96,"999",,,,,Ø300,1209-504/Ø300,Ø300/L40.49,Ø300/L40.49/D1.06/D1.00,2011/Ø300/L40.49,2011/PVC-DC/Ø300/L40.49/D22.25/D22.13/S2.96,2011/PVC-DC/Ø300/L40.49/D1.06/D1.00,"62",N,,,"2011","1900","0",,,0.00,"0","02","02",,N,,"999",강일2지구 하수관거,"2011"
25-08617,T,SN,GDG,0020-101,SB007,"377052350",SB25,"12",0020-101-1,0020-100-1,"001","012","001",2001/10/24,"0","600",0.00,0.00,"1",29.270,29.00,25.57,27.58,24.52,0.77,0.40,0.59,104.54,"999",,D,,,Ø600,0020-101/Ø600,Ø600/L29.27,Ø600/L29.27/D0.77/D0.40,2001/Ø600/L29.27,2001/HP/Ø600/L29.27/D27.58/D24.52/S104.54,2001/HP/Ø600/L29.27/D 0.77/D 0.40,"40",N,,,"2001","1900","0",,,0.00,"0","05","01",D,Y,,"999",천호동 123~21간 도로확장공사,"2001"
25-11021,T,SN,KDT,,SB020,"377052330",SB25,"12",,,"999","999","999",2007/07/25,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"2007","1900","0",,,0.00,"0","99","01",,N,,"999",길동345번지 주변 하수관개량공사,"2007"
25-03564,T,SN,CH,0366-108,SB007,"377052325",SB25,"12",0366-108-1,0366-109-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",40.780,17.69,17.17,16.62,16.16,0.57,0.51,0.54,11.28,"999",,B,,,Ø450,0366-108/Ø450,Ø450/L40.78,Ø450/L40.78/D0.57/D0.51,1980/Ø450/L40.78,1980/HP/Ø450/L40.78/D16.62/D16.16/S11.28,1980/HP/Ø450/L40.78/D 0.57/D 0.51,"01",N,,,"1980","2010","0",,,0.00,"1","03","01",B,N,,"999",,"1980"
25-08336,T,SN,ML,0067-100,SB001,"377052309",SB25,"13",0067-100-00,0095-100-00,"001","030","024",1980/12/30,"0","0",1.80,1.80,"1",48.400,21.06,21.40,18.56,18.40,0.70,1.20,0.95,3.31,"999",N,C,,,□1.8X1.8,0067-100/□1.8X1.8,□1.8X1.8/L48.40,□1.8X1.8/L48.40/D0.70/D1.20,1980/□1.8X1.8/L48.40,1980/RCB/□1.8X1.8/L48.40/D18.56/D18.40/S3.31,1980/RCB/□1.8X1.8/L48.40/D0.70/D1.20,"41",N,,2015년정확도,"1980","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1980"
25-11162,T,SN,KDT,0109-110,SB007,"377052339",SB25,"12",0109-110-01,0109-112-1,"001","012","001",1980/12/30,"0","400",0.00,0.00,"1",4.500,18.82,18.70,17.22,17.15,1.15,1.10,1.13,15.56,"999",,D,,,Ø400,0109-110/Ø400,Ø400/L4.5,Ø400/L4.5/D1.15/D1.10,1980/Ø400/L4.5,1980/HP/Ø400/L4.50/D17.22/D17.15/S15.56,1980/HP/Ø400/L4.50/D 1.15/D 1.10,"12",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-07645,T,SN,ML,6013-101,SB010,"377052402",SB25,"12",6014-100-01,6013-100-1,"002","012","001",1988/12/30,"0","300",0.00,0.00,"1",26.820,28.58,28.57,27.48,27.39,0.75,0.83,0.79,3.36,"999",,C,,,Ø300,6013-101/Ø300,Ø300/L26.82,Ø300/L26.82/D0.75/D0.83,1988/Ø300/L26.82,1988/HP/Ø300/L26.82/D27.48/D27.39/S3.36,1988/HP/Ø300/L26.82/D 0.75/D 0.83,"02",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-06095,T,SN,SLO,5270-600,SB010,"377052405",SB25,"12",5270-600-1,5270-700-1,"002","012","001",1997/08/06,"0","450",0.00,0.00,"1",47.080,20.41,20.49,18.20,18.00,1.71,1.99,1.85,4.25,"999",,D,,,Ø450,5270-600/Ø450,Ø450/L47.08,Ø450/L47.08/D1.71/D1.99,1997/Ø450/L47.08,1997/HP/Ø450/L47.08/D18.20/D18.00/S4.25,1997/HP/Ø450/L47.08/D 1.71/D 1.99,"23",N,,,"1997","1900","0",,,0.00,"0","03","01",D,N,,"999",상일지구 오수관 개량공사,"1997"
25-08435,T,SN,ML,0093-107,SB007,"377052309",SB25,"12",0093-107-1,0093-108-1,"001","012","001",2010/08/18,"0","450",0.00,0.00,"1",33.000,24.85,23.85,23.66,22.38,0.74,1.02,0.88,38.79,"999",,,,,Ø450,0093-107/Ø450,Ø450/L33,Ø450/L33/D0.74/D1.02,2010/Ø450/L33,2010/HP/Ø450/L33/D23.66/D22.38/S38.79,2010/HP/Ø450/L33.00/D0.74/D1.02,"41",N,,2010년정확도,"2010","1900","0",,,0.00,"0","02","01",C,N,,"001",천호동 32주변 하수관개량공사,"2010"
25-08388,T,SN,ML,0075-204,SB007,"377052320",SB25,"12",0075-204-1,0075-205-01,"001","012","001",1980/12/30,"0","300",0.00,0.00,"1",1.100,21.14,21.09,19.46,19.11,1.33,1.63,1.48,318.18,"999",,D,,,Ø300,0075-204/Ø300,Ø300/L1.1,Ø300/L1.1/D1.33/D1.63,1980/Ø300/L1.1,1980/HP/Ø300/L1.10/D19.46/D19.11/S318.18,1980/HP/Ø300/L1.10/D 1.33/D 1.63,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-09732,T,SN,KDT,0013-101,SB007,"377052329",SB25,"12",0084-101-01,0013-102-1,"001","012","001",1980/12/30,"0","1000",0.00,0.00,"1",69.400,18.79,19.12,17.34,17.34,0.40,0.73,0.57,0.00,"999",,D,,,Ø1000,0013-101/Ø1000,Ø1000/L69.4,Ø1000/L69.4/D0.40/D0.73,1980/Ø1000/L69.4,1980/HP/Ø1000/L69.40/D17.34/D17.34/S0.00,1980/HP/Ø1000/L69.40/D 0.40/D 0.73,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-07049,T,SN,SLO,0200-200,SB007,"377051974",SB25,"13",0201-200-1,0011-200-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",44.110,32.61,31.91,30.46,29.96,1.70,1.50,1.60,11.34,"999",N,C,,,Ø450,0200-200/Ø450,Ø450/L44.11,Ø450/L44.11/D1.70/D1.50,1988/Ø450/L44.11,1988/HP/Ø450/L44.11/D30.46/D29.96/S11.34,1988/HP/Ø450/L44.11/D1.70/D1.50,"41",N,,2015년정확도,"1988","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1988"
25-05850,T,SN,SLO,0303-200,SB007,"377052415",SB25,"12",0303-200-1,0303-300-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",65.100,35.52,35.48,33.57,33.10,1.45,1.88,1.67,7.22,"999",,C,,,Ø450,0303-200/Ø450,Ø450/L65.1,Ø450/L65.1/D1.45/D1.88,1988/Ø450/L65.1,1988/HP/Ø450/L65.10/D33.57/D33.10/S7.22,1988/HP/Ø450/L65.10/D 1.45/D 1.88,"11",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-02130,T,SN,CH,0398-300,SB007,"377052316",SB25,"12",0398-300-1,0399-100-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",54.410,15.88,16.03,14.58,14.23,0.80,1.30,1.05,6.43,"999",,C,,,Ø450,0398-300/Ø450,Ø450/L54.41,Ø450/L54.41/D0.80/D1.30,1980/Ø450/L54.41,1980/HP/Ø450/L54.41/D14.58/D14.23/S6.43,1980/HP/Ø450/L54.41/D 0.80/D 1.30,"11",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-11952,T,SN,KDT,0278-122,SB007,"377052339",SB25,"12",0278-122-1,0278-123-1,"001","012","001",1980/12/30,"0","1000",0.00,0.00,"1",45.270,21.60,20.91,19.53,18.71,1.02,1.15,1.09,18.11,"999",,D,,,Ø1000,0278-122/Ø1000,Ø1000/L45.27,Ø1000/L45.27/D1.02/D1.15,1980/Ø1000/L45.27,1980/HP/Ø1000/L45.27/D19.53/D18.71/S18.11,1980/HP/Ø1000/L45.27/D 1.02/D 1.15,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-30230,T,SN,SLO,5175-400,SB010,"377051973",SB25,"13",5175-400-1,5176-100-1,"002","012","001",1988/12/30,"0","300",0.00,0.00,"1",39.850,30.74,29.33,29.28,27.68,1.16,1.35,1.26,40.15,"999",N,C,,,Ø300,5175-400/Ø300,Ø300/L39.85,Ø300/L39.85/D1.16/D1.35,1988/Ø300/L39.85,1988/HP/Ø300/L39.85/D29.28/D27.68/S40.15,1988/HP/Ø300/L39.85/D1.16/D1.35,"11",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-02809,T,SN,CH,0187-201,SB007,"377052307",SB25,"12",0187-201-01,0187-202-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",6.040,18.18,18.21,17.24,17.17,0.44,0.54,0.49,11.59,"999",,C,,,Ø450,0187-201/Ø450,Ø450/L6.04,Ø450/L6.04/D0.44/D0.54,1980/Ø450/L6.04,1980/HP/Ø450/L6.04/D17.24/D17.17/S11.59,1980/HP/Ø450/L6.04/D 0.44/D 0.54,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-06351,T,SN,SLO,5198-200,SB010,"377051985",SB25,"12",5198-200-1,5198-300-1,"002","012","001",1988/12/30,"0","300",0.00,0.00,"1",43.120,21.83,21.71,20.81,20.65,0.67,0.71,0.69,3.71,"999",,C,,,Ø300,5198-200/Ø300,Ø300/L43.12,Ø300/L43.12/D0.67/D0.71,1988/Ø300/L43.12,1988/HP/Ø300/L43.12/D20.81/D20.65/S3.71,1988/HP/Ø300/L43.12/D 0.67/D 0.71,"01",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
