X,Y,GU_NM,HNR_NAM,MTC_AT,MASTERNO,SLAVENO,NEADRES_NM,TRE_SOM,THT_HG,RM,MGE_LVL,LC,EVMT_IFNE,PLT_DE,RPRUNG_CN,ROAD_LT,ETC,GU_NO,DONG_NM,ETRC_YNO,SN,RPLNT_CN,ITM_ERY,BHT_DM,RNK_LC_CN,WTRTB_BT,EXT_YNO,MGE_ORG,DME_ETT,CMFE_LU_ST,DSPRVN_CN,MGE_MTE,MNCXPN_CT,TRE_IDN,TFCLNE_CO,PTN_CVR,WIDTH_NM,VAL_LVL,RNK_BHT_HG,WDPT_NM,CREAT_DE,PO_FE_NM
127.1710163,37.55959713,강동구,,,,,,8,7,,2,,0,,,0,,25,,2,0,,6,22,9,3,0,푸른도시과,2,0,,0,,25-상일동길-가-0395,0,1,상일동길,0,3,물푸레나무,,
127.1714479,37.55779289,강동구,,,,,,8,7,,2,,0,,,0,,25,,2,339,,6,7,9,3,0,푸른도시과,2,0,,0,,25-상일동길-가-0339,0,1,상일동길,0,3,물푸레나무,,
127.1642347,37.56026887,강동구,,,,,,8,8,,3,,0,,,0,,25,,2,23,,6,10,6,4,0,푸른도시과,2,0,"0727흰불,방패",0,,25-샘터길-가-0023,0,1,샘터길,0,3,배롱나무,,
127.1450296,37.52644652,강동구,,,,,,8,4,,3,,0,,,0,,25,,1,0,,6,11,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0230,0,1,성내동안길,0,3,벚나무,,
127.1253852,37.54444303,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,9,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0594,0,1,선사로,0,3,벚나무,,
127.1444838,37.5189447,강동구,,,,,,8,7,,32,사하남입구,0,,,0,,25,,2,0,,6,18,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1236,0,1,방아다리길,0,6,벚나무,,
127.1473777,37.52556721,강동구,,,,,,8,6,,2,,0,,,0,,25,,1,0,,6,10,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0041,0,1,방아다리길,0,3,벚나무,,
127.1465632,37.52356739,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,14,12,4,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-0005,0,1,방아다리길,0,3,벚나무,,
127.1261024,37.54578864,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,0,,6,7,9,2,0,푸른도시과,1,0,0707응애,0,,25-선사로-가-0079,0,1,선사로,0,3,벚나무,,
127.1476713,37.52631253,강동구,,,,,,8,3,,2,,0,,,0,,25,,1,0,,6,8,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0055,0,1,방아다리길,0,3,벚나무,,
127.1476579,37.5262747,강동구,,,,,,8,3,,2,,0,,,0,,25,,1,0,,6,10,12,3,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0054,0,1,방아다리길,0,3,벚나무,,
127.1445201,37.51904142,강동구,,,,,,8,7,,32,사하남입구,0,,,0,,25,,2,0,,6,13,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1234,0,1,방아다리길,0,6,벚나무,,
127.1469584,37.52452318,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,22,,6,12,12,2,0,푸른도시과,2,0,"0721방패,흰불",0,,25-방아다리길-가-0022,0,1,방아다리길,0,3,벚나무,,
127.1450189,37.52027181,강동구,,,,,,8,7,,32,르네상스침대,0,,,0,,25,,2,0,,6,16,12,5,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1218,0,1,방아다리길,0,6,벚나무,,
127.1237772,37.53945223,강동구,,,,,,8,4,,2,교인문구,0,,,0,,25,,2,0,,6,13,9,2,0,푸른도시과,2,0,,0,,25-선사로-가-0001(공분),0,1,선사로,0,3,벚나무,,
127.147992,37.52711394,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,70,,6,14,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0070,0,1,방아다리길,0,3,벚나무,,
127.1463947,37.52376114,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,15,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1173,0,1,방아다리길,0,3,벚나무,,
127.1250431,37.54282983,강동구,,,,,,8,6,,2,제일고시학원,0,,,0,,25,,2,34,,6,13,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0034,0,1,선사로,0,3,벚나무,,
127.147487,37.52648253,강동구,,,,,,8,4,,2,,0,,,0,,25,,1,1126,,6,9,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1126,0,1,방아다리길,0,3,벚나무,,
127.1258401,37.54507563,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,11,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0070,0,1,선사로,0,3,벚나무,,
127.1451615,37.52640974,강동구,,,,,,8,4,,3,,0,,,0,,25,,1,0,,6,12,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0232,0,1,성내동안길,0,3,벚나무,,
127.1467645,37.52465526,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,14,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1159,0,1,방아다리길,0,3,벚나무,,
127.1452629,37.52089029,강동구,,,,,,8,7,,2,캄스강동지사,0,,,0,,25,,2,0,,6,11,12,6,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1210,0,1,방아다리길,0,3,벚나무,,
127.1478604,37.52675587,강동구,,,,,,8,5,,2,,0,,,0,,25,,1,65,,6,11,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0065,0,1,방아다리길,0,3,벚나무,,
127.1239481,37.54051017,강동구,,,,,,8,5,,2,마을체육관,0,,,0,,25,,2,0,,6,7,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0632,0,1,선사로,0,3,벚나무,,
127.1251234,37.54307245,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0038,0,1,선사로,0,3,벚나무,,
127.1453619,37.52117751,강동구,,,,,,8,7,,2,캄스강동지사,0,,,0,,25,,2,1205,,6,14,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1205,0,1,방아다리길,0,3,벚나무,,
127.1448004,37.51974925,강동구,,,,,,8,8,,32,사하남입구,0,,,0,,25,,2,0,,6,23,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1223,0,1,방아다리길,0,6,벚나무,,
127.1246633,37.54181263,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0027,0,1,선사로,0,3,벚나무,,
127.1464448,37.52617811,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,269,,6,11,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0269,0,1,성내동안길,0,3,벚나무,,
127.1467479,37.52460718,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,18,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1160,0,1,방아다리길,0,3,벚나무,,
127.1262705,37.54689218,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,12,9,3,0,푸른도시과,2,0,,0,,25-선사로-가-0565(공분),0,1,선사로,0,3,벚나무,,
127.1458851,37.52621871,강동구,,,,,,8,4,,3,,0,,,0,,25,,1,242,,6,22,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0242,0,1,성내동안길,0,3,벚나무,,
127.1469883,37.52522996,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,16,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1147,0,1,방아다리길,0,3,벚나무,,
127.1447607,37.51963474,강동구,,,,,,8,8,,32,사하남입구,0,,,0,,25,,2,0,,6,12,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1225,0,1,방아다리길,0,6,벚나무,,
127.1450949,37.52046974,강동구,,,,,,8,7,,2,르네상스침대,0,,,0,,25,,2,1215,,6,13,12,5,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-1215,0,1,방아다리길,0,6,벚나무,,
127.1253056,37.54358523,강동구,,,,,,8,6,,3,,0,,,0,,25,,2,0,,4,13,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0044,0,1,선사로,0,3,벚나무,,
127.1453984,37.52645855,강동구,,,,,,8,6,,3,,0,,,0,,25,,2,0,,6,11,6,2,0,푸른도시과,1,0,"0706흰불,방패",0,,25-성내동안길-가-0282,0,1,성내동안길,0,3,벚나무,,
127.1465491,37.52412865,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,18,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1169,0,1,방아다리길,0,3,벚나무,,
127.1256685,37.54462201,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,12,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0061,0,1,선사로,0,3,벚나무,,
127.147392,37.52622025,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,1132,,6,10,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1132,0,1,방아다리길,0,3,벚나무,,
127.1434734,37.55967357,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,530,,6,20,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0530,0,1,둔촌로,0,3,벚나무,,
127.1250102,37.54272154,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,33,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0033,0,1,선사로,0,3,벚나무,,
127.1478422,37.52671142,강동구,,,,,,8,6,,2,,0,,,0,,25,,1,0,,6,13,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0064,0,1,방아다리길,0,3,벚나무,,
127.1473533,37.52550719,강동구,,,,,,8,4,,2,,0,,,0,,25,,1,0,,6,10,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0040(공분),0,1,방아다리길,0,3,벚나무,,
127.144642,37.51932892,강동구,,,,,,8,7,,32,사하남입구,0,,,0,,25,,2,0,,6,20,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1229,0,1,방아다리길,0,6,벚나무,,
127.147467,37.52580089,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,15,12,5,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-0045,0,1,방아다리길,0,3,벚나무,,
127.1262023,37.54670171,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0568,0,1,선사로,0,3,벚나무,,
127.1452827,37.52094773,강동구,,,,,,8,7,,2,캄스강동지사,0,,,0,,25,,2,0,,6,14,12,5,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1209,0,1,방아다리길,0,3,벚나무,,
127.1459804,37.52282103,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,10,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1185,0,1,방아다리길,0,3,벚나무,,
127.1473993,37.52561223,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,42,,6,15,12,5,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-0042,0,1,방아다리길,0,3,벚나무,,
127.1257516,37.54482372,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,10,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0065,0,1,선사로,0,3,벚나무,,
127.1435849,37.55954605,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,0,,6,20,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0512,0,1,둔촌로,0,3,벚나무,,
127.1502557,37.53254039,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,0,,6,12,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0077,0,1,방아다리길,0,3,벚나무,,
127.144464,37.51888719,강동구,,,,,,8,7,,2,사하남입구,0,,,0,,25,,2,1237,,6,17,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1237,0,1,방아다리길,0,6,벚나무,,
127.1468664,37.52430023,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,17,,6,14,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-0017,0,1,방아다리길,0,3,벚나무,,
127.1435817,37.55982945,강동구,,,,,,8,3,,2,암사정수사업소,0,,,0,,25,,2,517,,6,22,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0517,0,1,둔촌로,0,3,벚나무,,
127.1473058,37.52602805,강동구,,,,,,8,5,,2,오리양념,0,,,0,,25,,1,0,,6,15,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1136,0,1,방아다리길,0,3,벚나무,,
127.1466813,37.52601157,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,252,,6,11,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0252,0,1,성내동안길,0,3,벚나무,,
127.1246952,37.54248083,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,12,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0618,0,1,선사로,0,3,벚나무,,
127.1476737,37.52693292,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,12,1,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-1117,0,1,방아다리길,0,3,벚나무,,
127.1475709,37.52668198,강동구,,,,,,8,4,,2,,0,,,0,,25,,1,0,,6,10,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1121,0,1,방아다리길,0,3,벚나무,,
127.1468832,37.52494975,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,10,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1152,0,1,방아다리길,0,3,벚나무,,
127.1435814,37.55970845,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,0,,6,30,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0515,0,1,둔촌로,0,3,벚나무,,
127.1251935,37.54326362,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,12,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0041,0,1,선사로,0,3,벚나무,,
127.1434809,37.5595016,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,0,,6,29,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0533,0,1,둔촌로,0,3,벚나무,,
127.1266904,37.54743851,강동구,,,,,,8,5,,3,,0,,,0,,25,,2,0,,4,13,9,2,0,푸른도시과,2,0,,0,,25-선사로-가-0101(공분),0,1,선사로,0,3,벚나무,,
127.1467718,37.52406441,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,13,,6,16,12,5,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-0013,0,1,방아다리길,0,3,벚나무,,
127.1265535,37.54704665,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,10,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0095,0,1,선사로,0,3,벚나무,,
127.1254718,37.54467644,강동구,,,,,,8,6,,3,,0,,,0,,25,,2,0,,4,9,9,2,0,푸른도시과,2,0,,0,,25-선사로-가-0590(공분),0,1,선사로,0,3,벚나무,,
127.150392,37.5328717,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,0,,6,12,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0083,0,1,방아다리길,0,3,벚나무,,
127.125067,37.5429021,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,12,9,4,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0035,0,1,선사로,0,3,벚나무,,
127.1240705,37.54024519,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,11,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0011,0,1,선사로,0,3,벚나무,,
127.1435804,37.55934863,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,0,,6,8,9,3,0,푸른도시과,2,0,,0,,25-둔촌로-가-0508(공분),0,1,둔촌로,0,3,벚나무,,
127.1263265,37.54642742,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,86,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0086,0,1,선사로,0,3,벚나무,,
127.1471895,37.5250974,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,13,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-0032,0,1,방아다리길,0,3,벚나무,,
127.1694923,37.55596979,강동구,,,,,,4,8,,3,,0,,,0,,25,,2,48,,6,22,6,4,0,푸른도시과,2,0,,0,,25-게내안길-가-0048,0,1,게내안길,0,6,벚나무,,
127.1603784,37.55608905,강동구,,,,,,8,6,,3,,0,,,0,,25,,2,0,,6,21,6,3,0,푸른도시과,2,0,0817흰불,0,,25-고덕동길-가-1421,0,1,고덕동길,0,3,벚나무,,
127.1445454,37.51839247,강동구,,,,,,8,7,,32,사하남입구,0,,,0,,25,,2,0,,6,12,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1281,0,1,방아다리길,0,6,벚나무,,
127.1261631,37.54658312,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0570,0,1,선사로,0,3,벚나무,,
127.1465253,37.52346884,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,2,,6,15,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-0002,0,1,방아다리길,0,3,벚나무,,
127.1457831,37.52635501,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,0,,6,13,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0277,0,1,성내동안길,0,3,벚나무,,
127.1475373,37.52596167,강동구,,,,,,8,5,,2,오리양념,0,,,0,,25,,2,48,,6,14,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-0048,0,1,방아다리길,0,3,벚나무,,
127.1665772,37.5560671,강동구,,,,,,4,6,,3,,0,,,0,,25,,2,77,,6,13,6,4,0,푸른도시과,2,0,,0,,25-게내안길-가-0077,0,1,게내안길,0,6,벚나무,,
127.1466573,37.52611987,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,0,,6,9,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0266,0,1,성내동안길,0,3,벚나무,,
127.1246907,37.54189769,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0028,0,1,선사로,0,3,벚나무,,
127.1436261,37.56001408,강동구,,,,,,8,3,,3,암사정수사업소,0,,,0,,25,,2,0,,6,24,3,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0520,0,1,둔촌로,0,3,벚나무,,
127.1456386,37.52188273,강동구,,,,,,8,7,,32,캄스강동지사,0,,,0,,25,,2,0,,6,16,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1195,0,1,방아다리길,0,6,벚나무,,
127.1475114,37.52654042,강동구,,,,,,8,4,,2,,0,,,0,,25,,1,0,,6,10,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1124,0,1,방아다리길,0,3,벚나무,,
127.1453849,37.52122716,강동구,,,,,,8,7,,2,캄스강동지사,0,,,0,,25,,2,0,,6,16,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1204,0,1,방아다리길,0,3,벚나무,,
127.1464742,37.52606337,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,0,,6,14,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0249,0,1,성내동안길,0,3,벚나무,,
127.1482105,37.52829617,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,12,1,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-1106,0,1,방아다리길,0,3,벚나무,,
127.1245101,37.54194714,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,622,,6,14,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0622,0,1,선사로,0,3,벚나무,,
127.1466622,37.52441055,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,11,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1164,0,1,방아다리길,0,3,벚나무,,
127.1450686,37.52040444,강동구,,,,,,8,7,,32,르네상스침대,0,,,0,,25,,2,0,,6,9,12,5,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-1216,0,1,방아다리길,0,6,벚나무,,
127.1442969,37.51846429,강동구,,,,,,8,7,,32,사하남입구,0,,,0,,25,,2,0,,6,21,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1244,0,1,방아다리길,0,6,벚나무,,
127.1258014,37.5449751,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,11,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0068,0,1,선사로,0,3,벚나무,,
127.1502077,37.53242372,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,75,,6,12,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0075,0,1,방아다리길,0,3,벚나무,,
127.12419,37.54055475,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,13,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0015,0,1,선사로,0,3,벚나무,,
127.1244828,37.54187709,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,12,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0623,0,1,선사로,0,3,벚나무,,
127.1470607,37.52601415,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,261,,6,11,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0261,0,1,성내동안길,0,3,벚나무,,
127.147797,37.5266091,강동구,,,,,,8,6,,2,,0,,,0,,25,,1,0,,6,13,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0062,0,1,방아다리길,0,3,벚나무,,
127.1258984,37.54525803,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,10,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0073,0,1,선사로,0,3,벚나무,,
127.1256336,37.54451192,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,59,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0059,0,1,선사로,0,3,벚나무,,
127.1460384,37.52617772,강동구,,,,,,8,4,,3,,0,,,0,,25,,1,0,,6,17,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0243,0,1,성내동안길,0,3,벚나무,,
127.1253366,37.54429798,강동구,,,,,,8,6,,3,삼화빌딩,0,,,0,,25,,2,0,,4,8,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0595,0,1,선사로,0,3,벚나무,,
127.1434813,37.55961942,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,0,,6,29,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0531,0,1,둔촌로,0,3,벚나무,,
127.1457935,37.52229016,강동구,,,,,,8,7,,32,캄스강동지사,0,,,0,,25,,2,0,,6,23,12,4,0,푸른도시과,2,0,"0727흰불,방패",0,,25-방아다리길-가-1188,0,1,방아다리길,0,6,벚나무,,
127.1434617,37.55983598,강동구,,,,,,8,4,,2,암사정수사업소,0,,,0,,25,,2,0,,6,22,9,2,0,푸른도시과,2,0,,0,,25-둔촌로-가-0527,0,1,둔촌로,0,3,벚나무,,
127.1466042,37.52426196,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,12,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1166,0,1,방아다리길,0,3,벚나무,,
127.1471172,37.52599909,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,0,,6,9,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0260,0,1,성내동안길,0,3,벚나무,,
127.1250526,37.54347983,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,10,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0606,0,1,선사로,0,3,벚나무,,
127.1467092,37.52451541,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,1162,,6,10,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1162,0,1,방아다리길,0,3,벚나무,,
127.1242639,37.54074564,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,15,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0017,0,1,선사로,0,3,벚나무,,
127.1245434,37.54146076,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0022,0,1,선사로,0,3,벚나무,,
127.1251458,37.54374744,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,602,,6,13,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0602,0,1,선사로,0,3,벚나무,,
127.1465522,37.52604609,강동구,,,,,,8,4,,3,,0,,,0,,25,,2,0,,6,13,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0250,0,1,성내동안길,0,3,벚나무,,
127.1467285,37.52456348,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,0,,6,16,12,4,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1161,0,1,방아다리길,0,3,벚나무,,
127.125553,37.5442883,강동구,,,,,,8,6,,2,,0,,,0,,25,,2,0,,6,9,9,3,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0055,0,1,선사로,0,3,벚나무,,
127.1471009,37.5258995,강동구,,,,,,8,5,,2,,0,,,0,,25,,2,257,,6,15,6,3,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0257,0,1,성내동안길,0,3,벚나무,,
127.1447838,37.51968947,강동구,,,,,,8,8,,2,사하남입구,0,,,0,,25,,2,1224,,6,15,12,3,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1224,0,1,방아다리길,0,6,벚나무,,
127.1480592,37.52791369,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,14,12,2,0,푸른도시과,2,0,0712응애,0,,25-방아다리길-가-1112,0,1,방아다리길,0,3,벚나무,,
127.1243269,37.54091074,강동구,,,,,,8,4,,2,,0,,,0,,25,,2,0,,6,10,9,2,0,푸른도시과,2,0,0707응애,0,,25-선사로-가-0019,0,1,선사로,0,3,벚나무,,
127.1503022,37.53265344,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,0,,6,12,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0079,0,1,방아다리길,0,3,벚나무,,
127.150176,37.53234675,강동구,,,,,,8,3,,2,,0,,,0,,25,,2,74,,6,10,12,2,0,푸른도시과,1,0,0712응애,0,,25-방아다리길-가-0074,0,1,방아다리길,0,3,벚나무,,
127.1453014,37.52637082,강동구,,,,,,8,4,,3,,0,,,0,,25,,1,0,,6,10,6,2,0,푸른도시과,2,0,"0706흰불,방패",0,,25-성내동안길-가-0234,0,1,성내동안길,0,3,벚나무,,
